author,original_title,original_language,original_publication_year,translated_title,translated_language,translated_publication_year
"Läckberg, Camilla",En bur av guld,Swedish,2019,Złota klatka,Polish,2019
"Läckberg, Camilla",En bur av guld,Swedish,2019,Uma gaiola de ouro,Portuguese,2019
"Läckberg, Camilla",En bur av guld,Swedish,2019,Colivia de aur,Romanian,2019
"Läckberg, Camilla",En bur av guld,Swedish,2019,Zolotaja kletka,Russian,2019
"Läckberg, Camilla",En bur av guld,Swedish,2019,Zlatá klietka,Slovak,2019
"Läckberg, Camilla",En bur av guld,Swedish,2019,Una jaula de oro,Spanish,2019
"Läckberg, Camilla",En bur av guld,Swedish,2019,The gilded cage,English,2020
"Läckberg, Camilla",En bur av guld,Swedish,2019,The golden cage,English,2020
"Läckberg, Camilla",En bur av guld,Swedish,2019,Kuldne puur,Estonian,2020
"Läckberg, Camilla",En bur av guld,Swedish,2019,Zelta būris,Latvian,2020
"Läckberg, Camilla",En bur av guld,Swedish,2019,Auksinis narvelis,Lithuanian,2020
"Läckberg, Camilla",En bur av guld,Swedish,2019,A gaiola de ouro,Portuguese,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Srebrna krila,Croatian,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Stříbrná křídla,Czech,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Vinger af sølv,Danish,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Vinger av sølv,Danish,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Zilveren vleugels,Dutch,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Hopeasiivet,Finnish,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Des ailes d'argent,French,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,No mercy,German,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Wings of silver,German,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Asimenia ftera,Greek,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Ezüstszárnyak,Hungarian,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Silfurvængir,Icelandic,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Ali d'argento,Italian,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Vinger av sølv,Norwegian,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Srebrne skrzydła,Polish,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Asas de prata,Portuguese,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Strieborné krídla,Slovak,2020
"Läckberg, Camilla",Vingar av silver,Swedish,2020,Srebrna krila,Slovenian,2020
"Läckberg, Camilla",Kvinnor utan nåd,Swedish,2021,Vrouwen zonder genade,Dutch,2019
"Läckberg, Camilla",Kvinnor utan nåd,Swedish,2021,Jinekes choris eleos,Greek,2019
"Läckberg, Camilla",Kvinnor utan nåd,Swedish,2021,Donne che non perdonano,Italian,2019
"Läckberg, Camilla",Kvinnor utan nåd,Swedish,2021,Dones que no perdonen,Catalan,2020
"Läckberg, Camilla",Kvinnor utan nåd,Swedish,2021,Ženy bez slitování,Czech,2020
"Läckberg, Camilla",Kvinnor utan nåd,Swedish,2021,Nådesløse kvinder,Danish,2020
"Läckberg, Camilla",Kvinnor utan nåd,Swedish,2021,Femmes sans merci,French,2020
"Läckberg, Camilla",Kvinnor utan nåd,Swedish,2021,Mujeres que no perdonan,Spanish,2020
"Lönnaeus, Olle",Det som ska sonas,Swedish,2009,Det som skal sones,Danish,2011
"Lönnaeus, Olle",Det som ska sonas,Swedish,2009,Ce qu'il faut expier,French,2011
"Lönnaeus, Olle",Det som ska sonas,Swedish,2009,Das fremde Kind,German,2011
"Lönnaeus, Olle",Det som ska sonas,Swedish,2009,Pokuta,Polish,2011
"Lönnaeus, Olle",Det som ska sonas,Swedish,2009,Za co se pyká,Czech,2012
"Lönnaeus, Olle",Det som ska sonas,Swedish,2009,Il bambino della città ghiacciata,Italian,2012
"Lönnaeus, Olle",Det som ska sonas,Swedish,2009,Cargarás con la culpa,Spanish,2012
"Lönnaeus, Olle",Det som ska sonas,Swedish,2009,Menneisyyden hinta,Finnish,2013
"Lönnaeus, Olle",Mike Larssons rymliga hjärta,Swedish,2010,Der Tod geht um in Tomelilla,German,2011
"Lönnaeus, Olle",Mike Larssons rymliga hjärta,Swedish,2010,Cuore nazista,Italian,2011
"Lönnaeus, Olle",Mike Larssons rymliga hjärta,Swedish,2010,Mike Larssons rummelige hjerte,Danish,2012
"Lönnaeus, Olle",Mike Larssons rymliga hjärta,Swedish,2010,La revanche de Mike Larsson,French,2012
"Lönnaeus, Olle",Mike Larssons rymliga hjärta,Swedish,2010,Wielkie serce Mike'a Larssona,Polish,2012
"Lönnaeus, Olle",Mike Larssons rymliga hjärta,Swedish,2010,Velké srdce Mika Larssona,Czech,2013
"Lönnaeus, Olle",En enda sanning,Swedish,2012,Jediná pravda,Czech,2013
"Lönnaeus, Olle",En enda sanning,Swedish,2012,Jedyna prawda,Polish,2013
"Lönnaeus, Olle",En enda sanning,Swedish,2012,Gottes Zorn,German,2014
"Lönnaeus, Olle",Jonny Liljas skuld,Swedish,2014,Osudový dluh,Czech,2015
"Lönnaeus, Olle",Jonny Liljas skuld,Swedish,2014,Pelivelka,Finnish,2016
"Lönnaeus, Olle",Jonny Liljas skuld,Swedish,2014,Sühne deine Schuld,German,2017
"Lönnaeus, Olle",Marias tårar,Swedish,2016,Maksun hetki,Finnish,2017
"Lövestam, Sara",Sanning med modifikation,Swedish,2015,Chacun sa vérité,French,2016
"Lövestam, Sara",Sanning med modifikation,Swedish,2015,Die Wahrheit hinter der Lüge,German,2016
"Lövestam, Sara",Sanning med modifikation,Swedish,2015,Sandhed med modifikationer,Danish,2017
"Lövestam, Sara",Sanning med modifikation,Swedish,2015,De verdwenen dochter,Dutch,2017
"Lövestam, Sara",Sanning med modifikation,Swedish,2015,Skotini alithia,Greek,2017
"Lövestam, Sara",Sanning med modifikation,Swedish,2015,The truth behind the lie,English,2019
"Lövestam, Sara",Önska kostar ingenting,Swedish,2015,Ça ne coûte rien de demander,French,2018
"Lövestam, Sara",Luften är fri,Swedish,2016,Libre comme l'air,French,2019
"Lövestam, Sara",Finns det hjärterum,Swedish,2017,Là où se trouve le coeur,French,2020
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Faceless killers,English,2000
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Morder uten ansikt,Norwegian,2000
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Ubijca bez lica,Russian,2000
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Vrah bez tváře,Czech,2001
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Mordere uden ansigt,Danish,2001
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Meurtriers sans visage,French,2001
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Mörder ohne Gesicht,German,2001
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Assassino senza volto,Italian,2001
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Assassino sem rosto,Portuguese,2001
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Asesinos sin rostro,Spanish,2001
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Ektelestes dichos prosopo,Greek,2002
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Moordenaar zonder gezicht,Dutch,2003
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Rotsḥim lelo panim,Hebrew,2003
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Morilec brez obraza,Slovenian,2003
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Morderca bez twarzy,Polish,2004
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Wu lian sha shou,Chinese,2005
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Ucigaşi fără chip,Romanian,2006
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Satsujinsha no kao,Japanese,2008
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Qātil bi-lā wajh,Arabic,2009
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Aurpegirik gabeko hiltzaileak,Basque,2009
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Kasvoton kuolema,Finnish,2009
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Žudikas be veido,Lithuanian,2009
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Ngueantai,Thai,2010
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Assassins sense rostre,Catalan,2011
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,A gyilkosnak nincs arca,Hungarian,2011
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Näota mõrvarid,Estonian,2013
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Slepkavas bez sejas,Latvian,2013
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Ubojica bez lica,Croatian,2015
"Mankell, Henning",Mördare utan ansikte,Swedish,1991,Vrahovia bez tváre,Slovak,2018
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Hundene i Riga,Danish,2000
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Riian verikoirat,Finnish,2000
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Hunde von Riga,German,2000
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Sun̦i Rīgā,Latvian,2001
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Hundene i Riga,Norwegian,2001
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Iščejki v Rige,Russian,2001
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Els gossos de Riga,Catalan,2002
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Honden van Riga,Dutch,2002
"Mankell, Henning",Hundarna i Riga,Swedish,1992,I cani di Riga,Italian,2002
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Os cães de Riga,Portuguese,2002
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Los perros de Riga,Spanish,2002
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Dogs of Riga,English,2003
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Les chiens de Riga,French,2003
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Riga no inutachi,Japanese,2003
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Psi iz Rige,Slovenian,2003
"Mankell, Henning",Hundarna i Riga,Swedish,1992,The dogs of Riga,English,2004
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Sha ren gou,Chinese,2006
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Psy z Rygi,Polish,2006
"Mankell, Henning",Hundarna i Riga,Swedish,1992,al-Kilāb fī Rīghā,Arabic,2009
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Ha-kelavim be-Rigah,Hebrew,2010
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Segekan le Rîga,Kurdish,2011
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Riga kutyái,Hungarian,2012
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Psi z Rigy,Czech,2013
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Riia koerad,Estonian,2014
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Piata žena,Slovak,2014
"Mankell, Henning",Hundarna i Riga,Swedish,1992,Psi iz Rige,Croatian,2018
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Den hvide løvinde,Danish,2000
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Den hvite løvinnen,Norwegian,2000
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Beyaz aslan,Turkish,2000
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Valkoinen naarasleijona,Finnish,2001
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Hvíta ljónynjan,Icelandic,2001
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Belaja lʹvica,Russian,2001
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,De witte leeuwin,Dutch,2002
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,La lleona blanca,Catalan,2003
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,The white lioness,English,2003
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Hayan amsaja,Korean,2003
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,A leoa branca,Portuguese,2003
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Bela Levinja,Slovenian,2003
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,La leona blanca,Spanish,2003
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Shiroi mesuraion,Japanese,2004
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Biała lwica,Polish,2004
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,La lionne blanche,French,2005
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Die weisse Löwin,German,2005
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Bela levinja,Slovenian,2005
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Bai se si zui,Chinese,2006
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Valge emalõvi,Estonian,2010
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,La leonessa bianca,Italian,2010
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Fu zhi zui,Chinese,2014
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Bílá lvice,Czech,2014
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Biela levica,Slovak,2016
"Mankell, Henning",Den vita lejoninnan,Swedish,1993,Bijela lavica,Croatian,2019
"Mankell, Henning",Mannen som log,Swedish,1994,Skyggerne,Danish,2000
"Mankell, Henning",Mannen som log,Swedish,1994,De man die glimlachte,Dutch,2000
"Mankell, Henning",Mannen som log,Swedish,1994,Silkeridderen,Norwegian,2000
"Mankell, Henning",Mannen som log,Swedish,1994,Hymyilevä mies,Finnish,2001
"Mankell, Henning",Mannen som log,Swedish,1994,"Der Mann, der lächelte",German,2001
"Mankell, Henning",Mannen som log,Swedish,1994,Brosmildi maðurinn,Icelandic,2002
"Mankell, Henning",Mannen som log,Swedish,1994,L'home que somreia,Catalan,2003
"Mankell, Henning",Mannen som log,Swedish,1994,El hombre sonriente,Spanish,2003
"Mankell, Henning",Mannen som log,Swedish,1994,"A férfi, aki mosolygott",Hungarian,2004
"Mankell, Henning",Mannen som log,Swedish,1994,O homem que sorria,Portuguese,2004
"Mankell, Henning",Mannen som log,Swedish,1994,The man who smiled,English,2005
"Mankell, Henning",Mannen som log,Swedish,1994,L'homme qui souriait,French,2005
"Mankell, Henning",Mannen som log,Swedish,1994,Warau otoko,Japanese,2005
"Mankell, Henning",Mannen som log,Swedish,1994,Sishen zai weixiao,Chinese,2006
"Mankell, Henning",Mannen som log,Swedish,1994,"Čelovek, kotoryj ulybalsja",Russian,2006
"Mankell, Henning",Mannen som log,Swedish,1994,"Mężczyzna, który się uśmiechał",Polish,2007
"Mankell, Henning",Mannen som log,Swedish,1994,L'uomo che sorrideva,Italian,2010
"Mankell, Henning",Mannen som log,Swedish,1994,Naeratav mees,Estonian,2011
"Mankell, Henning",Mannen som log,Swedish,1994,"Muž, ktorý sa usmieval",Slovak,2013
"Mankell, Henning",Mannen som log,Swedish,1994,Usměvavý muž  [případy komisaře Wallandera],Czech,2014
"Mankell, Henning",Mannen som log,Swedish,1994,Čovjek koji se smiješio,Croatian,2020
"Mankell, Henning",Mannen som log/Villospår,Swedish,1995,Silkeridderen ; Villspor,Norwegian,2003
"Mankell, Henning",Villospår,Swedish,1995,Ildspor,Danish,2000
"Mankell, Henning",Villospår,Swedish,1995,Sidetracked,English,2000
"Mankell, Henning",Villospår,Swedish,1995,Le guerrier solitaire,French,2000
"Mankell, Henning",Villospår,Swedish,1995,La falsa pista,Catalan,2001
"Mankell, Henning",Villospår,Swedish,1995,Väärillä jäljillä,Finnish,2001
"Mankell, Henning",Villospår,Swedish,1995,Die falsche Fährte,German,2001
"Mankell, Henning",Villospår,Swedish,1995,Villspor,Norwegian,2001
"Mankell, Henning",Villospår,Swedish,1995,Ložnyj sled,Russian,2001
"Mankell, Henning",Villospår,Swedish,1995,La falsa pista,Spanish,2001
"Mankell, Henning",Villospår,Swedish,1995,Dwaalsporen,Dutch,2002
"Mankell, Henning",Villospår,Swedish,1995,Fałszywy trop,Polish,2002
"Mankell, Henning",Villospår,Swedish,1995,Na pogresnom tragu,Croatian,2003
"Mankell, Henning",Villospår,Swedish,1995,Á villigötum,Icelandic,2003
"Mankell, Henning",Villospår,Swedish,1995,Na napačni sledi,Slovenian,2004
"Mankell, Henning",Villospår,Swedish,1995,Si wang cuo bu,Chinese,2005
"Mankell, Henning",Villospår,Swedish,1995,Hamis nyomon,Hungarian,2005
"Mankell, Henning",Villospår,Swedish,1995,Hasaḥat daʻet,Hebrew,2007
"Mankell, Henning",Villospår,Swedish,1995,Mekuramashi no michi,Japanese,2007
"Mankell, Henning",Villospår,Swedish,1995,Klystkeliais,Lithuanian,2009
"Mankell, Henning",Villospår,Swedish,1995,Bīang pom khā,Thai,2010
"Mankell, Henning",Villospår,Swedish,1995,Valejälg,Estonian,2014
"Mankell, Henning",Villospår,Swedish,1995,Falošná stopa,Slovak,2014
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Den femte kvinde,Danish,2000
"Mankell, Henning",Den femte kvinnan,Swedish,1996,The fifth woman,English,2000
"Mankell, Henning",Den femte kvinnan,Swedish,1996,La cinquième femme,French,2000
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Den femte kvinnen,Norwegian,2000
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Pjataja ženščina,Russian,2000
"Mankell, Henning",Den femte kvinnan,Swedish,1996,La quinta mujer,Spanish,2000
"Mankell, Henning",Den femte kvinnan,Swedish,1996,De vijfde vrouw,Dutch,2001
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Die fünfte Frau,German,2001
"Mankell, Henning",Den femte kvinnan,Swedish,1996,A Quinta mulher,Portuguese,2001
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Viides nainen,Finnish,2002
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Beşinci kadın,Turkish,2002
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Penktoji moteris,Lithuanian,2003
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Piąta kobieta,Polish,2004
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Peta ženska,Slovenian,2004
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Fimmta konan,Icelandic,2005
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Diwuge siren,Chinese,2006
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Az ötödik asszony,Hungarian,2006
"Mankell, Henning",Den femte kvinnan,Swedish,1996,La quinta donna,Italian,2006
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Petata žena,Bulgarian,2009
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Viies naine,Estonian,2010
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Gobanme no onna,Japanese,2010
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Sopthiha,Thai,2011
"Mankell, Henning",Den femte kvinnan,Swedish,1996,La cinquena dona,Catalan,2012
"Mankell, Henning",Den femte kvinnan,Swedish,1996,A quinta mulher,Portuguese,2012
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Pátá žena,Czech,2015
"Mankell, Henning",Den femte kvinnan,Swedish,1996,Panjumīn zan,Persian,2015
"Mankell, Henning",Den femte kvinnan,Swedish,1996,P'jata žіnka,Ukranian,2020
"Mankell, Henning",Steget efter,Swedish,1997,Det næste skridt,Danish,2000
"Mankell, Henning",Steget efter,Swedish,1997,One step behind,English,2000
"Mankell, Henning",Steget efter,Swedish,1997,Askeleen jäljessä,Finnish,2000
"Mankell, Henning",Steget efter,Swedish,1997,Mittsommermord,German,2000
"Mankell, Henning",Steget efter,Swedish,1997,Delitto di mezza estate,Italian,2000
"Mankell, Henning",Steget efter,Swedish,1997,Ett skritt etter,Norwegian,2000
"Mankell, Henning",Steget efter,Swedish,1997,Les morts de la Saint-Jean,French,2001
"Mankell, Henning",Steget efter,Swedish,1997,Yanlış Yol,Turkish,2002
"Mankell, Henning",Steget efter,Swedish,1997,Midzomermoord,Dutch,2003
"Mankell, Henning",Steget efter,Swedish,1997,Bir adım geriden,Turkish,2003
"Mankell, Henning",Steget efter,Swedish,1997,Ubojstvo na Ivanjsku noc,Croatian,2004
"Mankell, Henning",Steget efter,Swedish,1997,Korak zadaj,Slovenian,2004
"Mankell, Henning",Steget efter,Swedish,1997,Pisando los talones,Spanish,2004
"Mankell, Henning",Steget efter,Swedish,1997,Xue yan,Chinese,2005
"Mankell, Henning",Steget efter,Swedish,1997,Na šag szadi,Russian,2005
"Mankell, Henning",Steget efter,Swedish,1997,Skrefi á eftir,Icelandic,2006
"Mankell, Henning",Steget efter,Swedish,1997,O krok,Polish,2006
"Mankell, Henning",Steget efter,Swedish,1997,Szent Iván-éji gyilkosság,Hungarian,2007
"Mankell, Henning",Steget efter,Swedish,1997,Chậm một bươc,Vietnamese,2007
"Mankell, Henning",Steget efter,Swedish,1997,Ena vima piso,Greek,2008
"Mankell, Henning",Steget efter,Swedish,1997,Haigo no ashioto,Japanese,2011
"Mankell, Henning",Steget efter,Swedish,1997,Khachatchak,Thai,2011
"Mankell, Henning",Steget efter,Swedish,1997,Sammu võrra maas,Estonian,2012
"Mankell, Henning",Steget efter,Swedish,1997,Korak ispred,Serbian,2012
"Mankell, Henning",Steget efter,Swedish,1997,Amb l'alè al clatell,Catalan,2013
"Mankell, Henning",Steget efter,Swedish,1997,O krok pozadu,Czech,2015
"Mankell, Henning",Steget efter,Swedish,1997,Um passo atrás,Portuguese,2016
"Mankell, Henning",Steget efter,Swedish,1997,O krok vpredu,Slovak,2016
"Mankell, Henning",Brandvägg,Swedish,1998,Brandvæg,Danish,2000
"Mankell, Henning",Brandvägg,Swedish,1998,Palomuuri,Finnish,2000
"Mankell, Henning",Brandvägg,Swedish,1998,Brannvegg,Norwegian,2000
"Mankell, Henning",Brandvägg,Swedish,1998,Stena,Russian,2001
"Mankell, Henning",Brandvägg,Swedish,1998,Firewall,English,2002
"Mankell, Henning",Brandvägg,Swedish,1998,La muraille invisible,French,2002
"Mankell, Henning",Brandvägg,Swedish,1998,El tallafoc,Catalan,2004
"Mankell, Henning",Brandvägg,Swedish,1998,Cortafuegos,Spanish,2004
"Mankell, Henning",Brandvägg,Swedish,1998,De blinde muur,Dutch,2005
"Mankell, Henning",Brandvägg,Swedish,1998,Die Brandmauer,German,2005
"Mankell, Henning",Brandvägg,Swedish,1998,Požarni zid,Slovenian,2005
"Mankell, Henning",Brandvägg,Swedish,1998,Tương lưa,Vietnamese,2006
"Mankell, Henning",Brandvägg,Swedish,1998,Duoming miqiang,Chinese,2007
"Mankell, Henning",Brandvägg,Swedish,1998,Eldveggur,Icelandic,2007
"Mankell, Henning",Brandvägg,Swedish,1998,Zapora,Polish,2008
"Mankell, Henning",Brandvägg,Swedish,1998,A muralha invisível,Portuguese,2008
"Mankell, Henning",Brandvägg,Swedish,1998,Gluchaja stena,Russian,2008
"Mankell, Henning",Brandvägg,Swedish,1998,Muro di fuoco,Italian,2010
"Mankell, Henning",Brandvägg,Swedish,1998,Tulemüür,Estonian,2012
"Mankell, Henning",Brandvägg,Swedish,1998,"Brandvägg, del 1 av 2 (Japanska)",Japanese,2012
"Mankell, Henning",Brandvägg,Swedish,1998,"Brandvägg, del 2 av 2 (Japanska)",Japanese,2012
"Mankell, Henning",Brandvägg,Swedish,1998,Dīvār-i ātash,Persian,2015
"Mankell, Henning",Brandvägg,Swedish,1998,Firewall,Czech,2016
"Mankell, Henning",Brandvägg,Swedish,1998,Neviditeľný múr,Slovak,2018
"Mankell, Henning",Pyramiden,Swedish,1999,Pyramiden,Danish,2000
"Mankell, Henning",Pyramiden,Swedish,1999,Pyramiden,Norwegian,2000
"Mankell, Henning",Pyramiden,Swedish,1999,Pyramidi,Finnish,2002
"Mankell, Henning",Pyramiden,Swedish,1999,Die Pyramide,German,2004
"Mankell, Henning",Pyramiden,Swedish,1999,La piràmide,Catalan,2005
"Mankell, Henning",Pyramiden,Swedish,1999,De jonge Wallander,Dutch,2005
"Mankell, Henning",Pyramiden,Swedish,1999,Zui e jin zi ta,Chinese,2007
"Mankell, Henning",Pyramiden,Swedish,1999,The pyramid,English,2008
"Mankell, Henning",Pyramiden,Swedish,1999,Piramide,Italian,2009
"Mankell, Henning",Pyramiden,Swedish,1999,A piramis,Hungarian,2010
"Mankell, Henning",Pyramiden,Swedish,1999,La faille souterraine et autres enquêtes,French,2012
"Mankell, Henning",Pyramiden,Swedish,1999,Khuyūṭ al-haram,Arabic,2013
"Mankell, Henning",Pyramiden,Swedish,1999,Püramiid,Estonian,2013
"Mankell, Henning",Pyramiden,Swedish,1999,Ha-piramidah,Hebrew,2013
"Mankell, Henning",Pyramiden,Swedish,1999,Jin zi ta de e,Chinese,2014
"Mankell, Henning",Pyramiden,Swedish,1999,Puknatinata,Bulgarian,2015
"Mankell, Henning",Pyramiden,Swedish,1999,Pyramída,Slovak,2015
"Mankell, Henning",Pyramiden,Swedish,1999,Pyramida,Czech,2016
"Mankell, Henning",Pyramiden,Swedish,1999,Piramiddo,Japanese,2018
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Danselærerens tilbakekomst,Norwegian,2001
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Danselærerens genkomst,Danish,2002
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Tanssinopettajan paluu,Finnish,2002
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Die Rückkehr des Tanzlehrers,German,2002
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,The return of the dancing master,English,2003
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Vozvraščenie tancmejstera,Russian,2004
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,El retorn del professor de ball,Catalan,2005
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,De terugkeer van de dansleraar,Dutch,2005
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Le retour du professeur de danse,French,2006
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,El retorno del profesor de baile,Spanish,2006
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Dans ögretmeninin dönüsü,Turkish,2006
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Il ritorno del maestro di danza,Italian,2007
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Tango suteppu,Japanese,2008
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Danskennarinn snýr aftur,Icelandic,2010
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Powrót nauczyciela tańca,Polish,2011
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Bāzgasht-i ustād-i raqṣ,Persian,2014
"Mankell, Henning",Danslärarens återkomst,Swedish,2000,Tantsuõpetaja tagasitulek,Estonian,2015
"Mankell, Henning",Labyrinten,Swedish,2000,Labyrint,Dutch,2007
"Mankell, Henning",Labyrinten,Swedish,2000,Savuna ilmaan,Finnish,2010
"Mankell, Henning",Innan frosten,Swedish,2002,Før frosten,Norwegian,2002
"Mankell, Henning",Innan frosten,Swedish,2002,Inden frosten,Danish,2003
"Mankell, Henning",Innan frosten,Swedish,2002,Ennen routaa,Finnish,2003
"Mankell, Henning",Innan frosten,Swedish,2002,Vor dem Frost,German,2003
"Mankell, Henning",Innan frosten,Swedish,2002,Prima del gelo,Italian,2003
"Mankell, Henning",Innan frosten,Swedish,2002,Before the frost,English,2004
