id	author1	author1_normalized	author2	author3	author4	author_authorized_heading	author_lccn	author_viaf	author_wikidata_qid	date	htid	hathi_rights	title	imprint	isbn	isbn_most_common_edition	lccn	oclc	oclc_owi	oclc_eholdings	oclc_holdings	person_id	place	publisher_marc
6467	Nutter, Geoffrey 1968-	Nutter, Geoffrey				Nutter, Geoffrey, 1968-	n2001035649	51031274	Q5534795	2005	mdp.39015062547297	ic	Water's leaves & other poems / Geoffrey Nutter.	Verse Press ; Distributed to the trade by Consortium Book Sales and Distribution, c2005.	['0974635367 (pbk. : alk. paper)']	0974635367	['2005007249']	['58546483']	934749	2	94	2134	mau	Verse Press ;
6468	Castellanos Moya, Horacio 1957-	Castellanos Moya, Horacio				Castellanos Moya, Horacio, 1957-	n80087278	10068135	Q719545	2004	mdp.39015063685674	ic	Insensatez / Horacio Castellanos Moya.	Tusquets Editores EspaÃ±a, 2005, c2004.	['8483103141']	9780811217071	[]	['62752401']	47070331	26	622	3100	sp	Tusquets Editores España
6469	Terrell, Whitney.	Terrell, Whitney				Terrell, Whitney	n00032765	65236016	Q23418619	2005	mdp.39015061175272	ic	The king of Kings County : a novel / Whitney Terrell.	Viking, 2005.	['0670034258']	0670034258	['2004061188']	['56840784']	437219857	11	344	4269	nyu	Viking
6470	Kidder, Tracy.	Kidder, Tracy				Kidder, Tracy	n81040847	52278563	Q338109	2005	mdp.39015061209006	ic	My detachment : a memoir / Tracy Kidder.	Random House, 2005.	['0375506152']	0375506152	['2004061465']	['57068886']	796435410	71	1398	790	nyu	Random House
6471	Stern, Richard G. 1928-	Stern, Richard G.				Stern, Richard, 1928-2013	n80030782	64055711	Q3702414	2005	mdp.39015061190222	ic	Almonds to zhoof : collected stories / Richard Stern.	TriQuarterly Books/Northwestern University Press, c2005.	['0810151499 (cloth : alk. paper)']	0810151499	['2004030002']	['57357506']	367407897	20	338	3194	ilu	TriQuarterly Books/Northwestern University Press
6472	Delbanco, Nicholas.	Delbanco, Nicholas				Delbanco, Nicholas	n80040148	27082662	Q15451732	2004	mdp.39015061175785	ic	The sincerest form : writing fiction by imitation / by Nicholas Delbanco.	McGraw-Hill, c2004.	['0072414715']	0072414715	['2003054076']	['52381391']	341946206	1	92	3678	mau	McGraw-Hill
6473	Irving, John 1942-	Irving, John				Irving, John, 1942-	n79135330	108238891	Q310379	2005	uc1.32106018120813	ic	Until I find you : a novel / John Irving	Random House, c2005	['1400063833']	9781400063833	['2005042894']	['58431902']	319308	237	3268	86	nyu	Random House
6474	Williams, Joy.	Williams, Joy	Rape &amp; Abuse Crisis Center (Fargo, N.D.)			Williams, Joy	nb2001066841	41344884		1983	mdp.39015057617881	ic	Red flag, green flag people / by Joy Williams ; illustrated by Kecia Softing.	Rape and Abuse Crisis Center of Fargo-Moorhead, c1983.	['0914633007']	0914633007	[]	['11363391']	4417260750	2	41	233	ndu	Rape and Abuse Crisis Center of Fargo-Moorhead
6475	Dubus, Andre 1936-1999	Dubus, Andre	Gresham, Ross.			Dubus, Andre, 1936-1999	n79134894	110787061	Q493118	2003	mdp.39015061178490	ic	Leap of the heart : Andre Dubus talking / edited by Ross Gresham.	Xavier Review Press, 2003.	['1883275121']	1883275121	[]	['52569202']	10435917	2	38	3855	lau	Xavier Review Press
6476	Schwartz, Lynne Sharon.	Schwartz, Lynne Sharon				Schwartz, Lynne Sharon	n80017432	49379687	Q1878899	2005	mdp.39015060893511	ic	The writing on the wall : a novel / Lynne Sharon Schwartz.	Counterpoint, c2005.	['1582432996 (alk. paper)']	1582432996	['2004024877']	['56809461']	53879081	134	711	3674	nyu	Counterpoint
6477	Dew, Robb Forman.	Dew, Robb Forman				Dew, Robb Forman	n81002481	12996127	Q7340773	1993	mdp.39015061469410	ic	Dale loves Sophie to death / Robb Forman Dew.	HarperPerennial, 1993, c1981.	['0060975393 (pbk.) :']	0374134502	['92054260']	['26857234']	450272	71	844	3684	nyu	HarperPerennial
6478	Simmerman, Jim 1952-	Simmerman, Jim				Simmerman, Jim, 1952-	n82152533	35809185	Q6198123	2005	mdp.39015060838516	ic	American children : poems / by Jim Simmerman.	BOA Editions, 2005.	['192991864X (pbk. : alk. paper)']	192991864X	['2004028553']	['57208379']	14829280	2	97	1258	nyu	BOA Editions
6479	Glancy, Diane.	Glancy, Diane				Glancy, Diane	n85814699	93980865	Q5271470	2005	mdp.39015060832717	ic	In-between places : essays / by Diane Glancy.	University of Arizona Press, c2005.	['0816523878 (pbk. : alk. paper),0816523851 (alk. paper)']	0816523851	['2004001863']	['58055543']	903465696	12	214	1837	azu	University of Arizona Press
6480	Revell, Donald 1954-	Revell, Donald				Revell, Donald, 1954-	n82162357	59102325	Q5295056	2005	mdp.39015060673616	ic	Pennyweight windows : new & selected poems / Donald Revell.	Alice James Books, c2005.	['1882295528 (pbk.),188229551X']	188229551X	['2004026191']	['56951358']	239974	10	265	3639	meu	Alice James Books
6481	Weissbort, Daniel.	Weissbort, Daniel				Weissbort, Daniel	n50022746	68911711	Q4102546	2004	mdp.39015060657981	ic	From Russian with love : Joseph Brodsky in English : pages from a journal 1996-97 / Daniel Weissbort.	Anvil Press Poetry, 2004.	['0856463426']	0856463426	[]	['48570379']	196099959	2	156	3634	enk	Anvil Press Poetry
6482	Lauterbach, Ann 1942-	Lauterbach, Ann				Lauterbach, Ann, 1942-	n78090917	22164048	Q4766499	2005	mdp.39015060617795	ic	Hum / Ann Lauterbach	Penguin Books, 2005	['0143034960 (pbk.)']	0143034960	['2004058740']	['56617277']	135443	29	195	4356	nyu	Penguin Books
6483	Dobyns, Stephen 1941-	Dobyns, Stephen				Dobyns, Stephen, 1941-	n50027452	85546337	Q7609076	2005	mdp.39015060617092	ic	Mystery, so long / Stephen Dobyns.	Penguin Books, 2005.	['0143034626']	0143034626	['2004063225']	['56955946']	891029	11	203	287	nyu	Penguin Books
6484	Wheeler, Susan 1955-	Wheeler, Susan				Wheeler, Susan, 1955-	n96086123	1739980	Q7648530	2005	mdp.39015060657973	ic	Ledger / Susan Wheeler.	University of Iowa Press, c2005.	['0877459274 (pbk. : alk. paper)']	9781587296017	['2004058021']	['56413869']	499802310	1565	241	3698	iau	University of Iowa Press
6485	Wright, Charles 1935-	Wright, Charles				Wright, Charles, 1935-	n78095427	110426741	Q2960465	2005	mdp.39015060595058	ic	The wrong end of the rainbow : poems / Charles Wright.	Sarabande Books, c2005.	['1932511121 (pbk. : alk. paper)']	1932511121	['2004010654']	['55124704']	476518037	2	154	175	kyu	Sarabande Books
6486	Fox, William Price.	Fox, William Price				Fox, William Price	n80094407	33301111	Q8017085	2005	mdp.39015060836098	ic	Satchel Paige's America / William Price Fox.	University of Alabama Press, c2005.	['0817351892 (pbk. : alk. paper)']	0817351892	['2004018911']	['56347699']	2020284	12	544	3127	alu	University of Alabama Press
6487	Young, Dean 1955-	Young, Dean				Young, Dean, 1955-	n87939108	16302062	Q5246572	2005	mdp.39015060602201	ic	Elegy on toy piano / Dean Young.	University of Pittsburgh Press, c2005.	['0822958724']	9780822991045	[]	['57696492']	19765304	1261	349	3637	pau	University of Pittsburgh Press
6488	Conoley, Gillian 1955-	Conoley, Gillian				Conoley, Gillian, 1955-	n84029526	38308869	Q5562218	2005	mdp.39015059276579	ic	Profane halo : poems / Gillian Conoley.	Verse Press, c2005.	['0974635324 (pbk. : alk. paper)']	0974635324	['2004021045']	['56490994']	17727131	11	130	3207	mau	Verse Press
6489	Clover, Joshua.	Clover, Joshua				Clover, Joshua	n96099647	43573958	Q6289730	2004	mdp.39015060781435	ic	The matrix / Joshua Clover.	British Film Institute, 2004.	['1844570452']	1844570452	[]	['56659954']	1063011	95	470	3550	enk	British Film Institute
6490	Cheever, John	Cheever, John				Cheever, John	n78089819	2468135	Q336151	2005	uc1.32106017874535	ic	Vintage Cheever / John Cheever	Vintage, 2005	['1400077435 (trade paper)']	1400077435	['2004057202']	['56490972']	17726378	42	156	3660	nyu	Vintage
6491	Kittredge, William.	Kittredge, William				Kittredge, William	n77016661	93349615	Q3568766	2002	uva.x004470501	ic	Southwestern homelands / William Kittredge.	National Geographic, c2002.	['0792265343']	0792265343	['2002019349']	['49247166']	1054183	47	212	459	dcu	National Geographic
6492	Wideman, John Edgar.	Wideman, John Edgar				Wideman, John Edgar	n82231445	110405033	Q688739	2003	mdp.39015059240799	ic	The island, Martinique / John Edgar Wideman.	National Geographic, c2003.	['0792265335']	0792265335	['2002037962']	['50866808']	7327889	37	262	4368	dcu	National Geographic
6493	Watten, Barrett.	Watten, Barrett	Watten, Barrett.			Watten, Barrett	n82098643	94690309	Q4863448	2005	mdp.39015059215973	ic	Progress ; : Under erasure / Barrett Watten.	Green Integer ; Distributed in the U.S. by Consortium, 2005.	['1931243689']	1931243689	[]	['57408363']	795026	24	102	692	dk	Green Integer ;
6494	Wideman, John Edgar.	Wideman, John Edgar				Wideman, John Edgar	n82231445	110405033	Q688739	2005	mdp.39015059286354	ic	God's gym / John Edgar Wideman.	Houghton Mifflin, 2005.	['0618515259']	0618515259	['2004054071']	['56194969']	3901619794	54	767	4368	mau	Houghton Mifflin
6495	McSweeney, Joyelle 1976-	McSweeney, Joyelle				McSweeney, Joyelle, 1976-	n2002039239	46121293	Q6297695	2004	mdp.39015059296221	ic	The commandrine and other poems / Joyelle McSweeney.	Fence Books : Distributed by University Press of New England, c2004.	['097409093X']	097409093X	['2004109628']	['57075716']	17750983	11	114	2518	nyu	Fence Books :
6496	Madhubuti, Haki R. 1942-	Madhubuti, Haki R.				Madhubuti, Haki R., 1942-	n50046357	61540144	Q5640451	2004	mdp.39015059553340	ic	Run toward fear : new poems and a poet's handbook / Haki R. Madhubuti.	Third World Press, 2004.	['0883782650 (pbk. : alk. paper),088378260X (cloth : alk. paper)']	088378260X	['2004047968']	['54960411']	368444169	11	113	1539	ilu	Third World Press
6497	Bynum, Sarah Shun-lien.	Bynum, Sarah Shun-lien				Bynum, Sarah Shun-lien	n2004036294	1200551	Q7422768	2004	mdp.39015059550429	ic	Madeleine is sleeping / Sarah Shun-lien Bynum.	Harcourt, c2004.	['0151010595']	0151010595	['2004005224']	['54615921']	13018867	37	704	2447	flu	Harcourt
6498	Jen, Gish.	Jen, Gish				Jen, Gish	n90694682	97932980	Q5564935	1997	mdp.39015060114348	ic	Mona in the promised land / Gish Jen.	Vintage, 1997, c1996.	['0679776508 (pbk.) :']	0679445897	[]	['36977082']	570808	33	1359	1450	nyu	Vintage
6499	Hall, Douglas Kent.	Hall, Douglas Kent				Hall, Douglas Kent	n79085100	91645786	Q5301683	2002	mdp.39015060383281	ic	Visionary / Douglas Kent Hall.	Pennywhistle Press, 2002.	['0938631462 (pbk.)']	0938631462	['2001135813']	['50449451']	6709540	2	26	186	nmu	Pennywhistle Press
6500	Mukherjee, Bharati.	Mukherjee, Bharati				Mukherjee, Bharati	n50004570	76348204	Q4357833	2004	mdp.39015060065326	ic	The tree bride : a novel / Bharati Mukherjee.	Theia, c2004.	['1401300588']	1401300588	['2004042507']	['54529482']	196636715	28	1093	171	nyu	Theia
6501	Greger, Debora 1949-	Greger, Debora				Greger, Debora, 1949-	n79137484	76337833	Q5248141	2004	mdp.39015060067991	ic	Western art / Debora Greger.	Penguin Books, 2004.	['0143034219']	0143034219	['2004044575']	['54752796']	891025	11	149	775	nyu	Penguin Books
6502	Dubie, Norman 1945-	Dubie, Norman				Dubie, Norman, 1945-	n78094012	91352332	Q7052170	2004	mdp.39015060110841	ic	Ordinary mornings of a coliseum : poems / by Norman Dubie	Copper Canyon Press, c2004	['1556592132 (pbk. : alk. paper)']	1556592132	['2004006040']	['54774979']	478538701	60	218	566	wau	Copper Canyon Press
6503	Jen, Gish.	Jen, Gish				Jen, Gish	n90694682	97932980	Q5564935	2004	mdp.39015060067314	ic	The love wife / Gish Jen.	Alfred A. Knopf : Distributed by Random House, 2004.	['1400042135']	1400042135	['2004040917']	['54081624']	421430	51	1274	1450	nyu	Alfred A. Knopf :
6504	Lindsay, Frannie.	Lindsay, Frannie				Lindsay, Frannie	n87821725	43360022	Q5492309	2004	mdp.39015060047761	cc-by-nc-nd-3.0	Where she always was : poems / by Frannie Lindsay.	Utah State University Press, c2004.	['0874215811 (alk. paper)']	9780874214987	['2004004431']	['54529720']	2865400375	1323	184	1163	utu	Utah State University Press
6505	Prose, Francine 1947-	Prose, Francine				Prose, Francine, 1947-	n50020196	112469802	Q2427599	2003	mdp.39015060402115	ic	Sicilian odyssey / Francine Prose.	National Geographic Society, c2003.	['0792265351 (hc.)']	0792265351	['2002044379']	['51203912']	6935574	58	477	3204	dcu	National Geographic Society
6506	Levine, Philip 1928-	Levine, Philip				Levine, Philip, 1928-2015	n78093573	110361442	Q531273	2004	mdp.39015060121517	ic	Breath : poems / by Philip Levine	Knopf : Distributed by Random House, 2004	['1400042917']	1400042917	['2004040839']	['54007238']	865131950	124	715	87	nyu	Knopf :
6507	Shields, David 1956-	Shields, David				Shields, David, 1956-	n84078215	100562779	Q376271	2004	mdp.39015060056234	ic	Heroes / by David Shields ; foreword by Ira Berkow.	University of Nebraska Press, c2004.	['0803293178 (pbk. : alk. paper)']	0671525646	['2003023514']	['53315199']	49047074	10	322	1257	nbu	University of Nebraska Press
6508	Haldeman, Joe W.	Haldeman, Joe W.				Haldeman, Joe W.	n50018607	59083671	Q347461	2004	mdp.39015058795439	ic	Camouflage / Joe Haldeman.	Ace Books, 2004.	['0441011616']	0441011616	['2004048825']	['55877569']	78084	85	893	863	nyu	Ace Books
6509	Jarman, Mark 1952-	Jarman, Mark				Jarman, Mark, 1952-	n79058290	73904557	Q6768234	2004	mdp.39015059119795	ic	To the green man : poems / Mark Jarman.	Sarabande Books, c2004.	['1932511032 (pbk. : alk. paper),1932511024 (hardcover : alk. paper)']	1932511024	['2003017073']	['52799749']	314045126	11	259	937	kyu	Sarabande Books
6510	Dana, Robert 1929-2010	Dana, Robert				Dana, Robert, 1929-2010	n80082479	52988742	Q7343383	2004	mdp.39015061153717	ic	The morning of the red admirals / Robert Dana.	Anhinga Press, 2004.	['0938078771 (paper),093807878X (cloth)']	093807878X	['2004100004']	['55026083']	14191116	11	48	3373	flu	Anhinga Press
6511	Cronin, Justin.	Cronin, Justin				Cronin, Justin	nr91025228	305869306	Q153701	2004	mdp.39015059164411	ic	The summer guest / Justin Cronin.	Dial Press, 2004.	['0385335814']	0385335814	['2004301804']	['55701092']	1009289	157	1225	1905	nyu	Dial Press
6512	GlÃ¼ck, Louise 1943-	Glück, Louise				Glück, Louise, 1943-	n80005703	84538845	Q2344210	2004	mdp.39015059124456	ic	October / Louise GlÃ¼ck.	Sarabande Books, c2004.	['1932511008 (chapbook : alk. paper)']	1932511008	['2003011922']	['52347808']	830506	3	284	3087	kyu	Sarabande Books
6513	Shapiro, Karl Jay 1913-2000	Shapiro, Karl Jay	Phillips, Robert S.			Shapiro, Karl, 1913-2000	n79021704	109257053	Q2906282	2004	mdp.39015061146711	ic	Creative glut : selected essays of Karl Shapiro / edited with an introduction by Robert Phillips.	Ivan R. Dee, c2004.	['1566635578 (pbk. : alk. paper),156663556X (cloth : alk. paper)']	156663556X	['2003061924']	['52970210']	1406561182	13	295	4367	ilu	Ivan R. Dee
6514	Conroy, Frank 1936-2005	Conroy, Frank				Conroy, Frank, 1936-2005	n50032089	66497136	Q1443099	2004	uva.x004768460	ic	Time and tide : a walk through Nantucket / Frank Conroy.	Crown Publishers, c2004.	['1400046599 (Hardcover)']	1400046599	['2003020317']	['53091763']	49297023	41	318	3205	nyu	Crown Publishers
6515	Swensen, Cole 1955-	Swensen, Cole				Swensen, Cole, 1955-	n87941523	34594117	Q2982413	2004	mdp.39015061327915	ic	Goest / Cole Swensen.	Alice James Books, c2004.	['1882295439']	1882295439	['2003024339']	['53398106']	956208	37	480	3096	meu	Alice James Books
6516	Stuckey-French, Elizabeth.	Stuckey-French, Elizabeth				Stuckey-French, Elizabeth	n99257900	55947502	Q5363588	2000	mdp.49015002793488	ic	The first paper girl in Red Oak, Iowa ; and other stories / Elizabeth Stuckey-French.	Anchor Books, 2001, c2000.	['0385498969 (pbk.)']	0385498934	['99086606']	['47247045']	44460423	39	341	3592	nyu	Anchor Books
6517	Wideman, John Edgar.	Wideman, John Edgar				Wideman, John Edgar	n82231445	110405033	Q688739	1994	mdp.49015002046192	ic	Fatheralong : a meditation on fathers and sons, race and society / John Edgar Wideman.	Pantheon Books, c1994.	['0679407200 :']	0679407200	['94006220']	['29846999']	32468209	33	963	4368	nyu	Pantheon Books
6518	Cassill, R. V. (Ronald Verlin) 1919-2002	Cassill, R. V.				Cassill, R. V. (Ronald Verlin), 1919-2002	n80079531	111150507	Q7365357	1975	mdp.49015002809474	ic	Writing fiction / R. V. Cassill.	Prentice-Hall, [1975]	['0139701036 (pbk.)', '0139701117.']	0139701117	['75012535 //r972']	['1324528']	57523142	11	518	3349	nju	Prentice-Hall
6519	Unsworth, Barry 1930-2012	Unsworth, Barry				Unsworth, Barry, 1930-2012	n82157881	54168450	Q715796	1997	mdp.49015002477421	ic	After Hannibal / Barry Unsworth.	Nan A. Talese, 1997.	['0385486510 (alk. paper)']	0385486510	['96020856']	['34839658']	20478246	96	767	3620	nyu	Nan A. Talese
6520	Irving, John 1942-	Irving, John				Irving, John, 1942-	n79135330	108238891	Q310379	1997	mdp.49015002669514	ic	Setting free the bears / John Irving.	Ballentine Books, 1997, c1968.	['0345417984']		['97093209']	['316248020']	458725	104	1349	86	nyu	Ballentine Books
6521	Walker, Margaret 1915-1998	Walker, Margaret				Walker, Margaret, 1915-1998	n50020067	24609247	Q1236772	1967	mdp.49015002079359	ic	Jubilee / by Margaret Walker.	Bantam Books 1967.	['0553273833']	9780395924952	[]	['21501675']	57478269	108	3300	3239	nyu	Bantam Books
6522	Haldeman, Joe W.	Haldeman, Joe W.				Haldeman, Joe W.	n50018607	59083671	Q347461	1990	mdp.49015001312025	ic	The Hemingway hoax / Joe Haldeman.	Morrow, c1990.	['0688090249 :']	0688090249	['89014045']	['20566732']	8820194	21	442	863	nyu	Morrow
6523	Kinsella, W. P.	Kinsella, W. P.				Kinsella, W. P.	n77004617	957296	Q7945871	1990	mdp.49015001206250	ic	Red wolf, red wolf / W.P. Kinsella.	Southern Methodist University Press, 1990.	['0870743147 (pbk.)', '0870743198 (cloth)']	0870743198	['90052661']	['22458362']	12483921	22	537	1089	txu	Southern Methodist University Press
6524	Hollo, Anselm.	Hollo, Anselm				Hollo, Anselm	n79059776	2485795	Q252476	1979	mdp.49015000982109	ic	With ruth in mind / Anselm Hollo.	Station Hill, c1979.	['0930794192', '0930794184 (pbk.)']	0930794184	['79028147']	['5831373']	562957	1	81	3119	nyu	Station Hill
6525	Wittlinger, Ellen.	Wittlinger, Ellen				Wittlinger, Ellen, 1948-2022	n79051163	40276660	Q5365065	1979	mdp.49015000753518	ic	Breakers : poems / by Ellen Wittlinger.	Sheep Meadow Press : distributed by Horizon Press, c1979.	['0818015772 :']	0818015772	['78065590']	['5103159']	1018585671	2	94	3470	nyu	Sheep Meadow Press : distributed by Horizon Press
6526	Wilson, Robley.	Wilson, Robley				Wilson, Robley	n82018441	7419554	Q7353213	1978	mdp.49015000753419	ic	Living alone : fictions / by Robley Wilson, Jr.	Fiction International, c1978.	['0931362008 :']	0931362008	['78050966']	['3819232']	3373502457	2	68	424	nyu	Fiction International
6527	Wideman, John Edgar.	Wideman, John Edgar				Wideman, John Edgar	n82231445	110405033	Q688739	1981	mdp.49015000752700	ic	Damballah / John Edgar Wideman.	Allison & Busby, 1981.	['0850315492 :']	0380785196	['gb 83044086']	['702949158']	538370	22	738	4368	enk	Allison & Busby
6528	O'Connor, Flannery.	O'Connor, Flannery				O'Connor, Flannery	n79119229	17227472	Q234579	1984	mdp.49015002028216	ic	The violent bear it away / Flannery O'Connor.	Farrar, Straus & Giroux, 1984 printing, c1960.	[]	0374505241	[]	['14819707']	450877	35	2628	4328	nyu	Farrar, Straus & Giroux
6529	Irving, John 1942-	Irving, John				Irving, John, 1942-	n79135330	108238891	Q310379	1974	mdp.49015000692526	ic	The 158-pound marriage.	Random House [1974]	['0394484142']	0394484142	['74008787']	['914828']	462338	134	1087	86	nyu	Random House
6530	Irving, John 1942-	Irving, John				Irving, John, 1942-	n79135330	108238891	Q310379	1985	mdp.49015000692500	ic	The cider house rules : a novel / John Irving.	Morrow, c1985.	['0688057624 (lim. ed.)', '068803036X']	068803036X	['84027195 //r86']	['11533062']	48530	184	6185	86	nyu	Morrow
6531	Haldeman, Joe W.	Haldeman, Joe W.				Haldeman, Joe W.	n50018607	59083671	Q347461	1972	mdp.49015000689621	ic	War year, by Joe W. Haldeman.	Holt, Rinehart and Winston [1972]	['0030885965 (lib. bdg.)', '0030885957']	0030885957	['77182778 /AC']	['357526']	1404063	116	277	863	nyu	Holt, Rinehart and Winston
6532	Dobyns, Stephen 1941-	Dobyns, Stephen				Dobyns, Stephen, 1941-	n50027452	85546337	Q7609076	1980	mdp.49015000676362	ic	Heat death : poems / by Stephen Dobyns.	Atheneum, 1980.	['0689110634 (pbk.)', '0689110340 :']	0689110340	['79055592']	['6372722']	243283054	11	252	287	nyu	Atheneum
6533	Cooley, Peter 1940-	Cooley, Peter				Cooley, Peter, 1940-	n79127855	23426837	Q7173377	1977	mdp.49015000672957	ic	Miracle, miracles / by Peter Cooley.	Juniper Press, c1977.	[]		[]	['3208716']	8527493	2	58	3450	wiu	Juniper Press
6534	Carver, Raymond 1938-1988	Carver, Raymond				Carver, Raymond, 1938-1988	n80113040	88660538	Q219862	1974	mdp.49015000670928	ic	Put yourself in my shoes / Raymond Carver ; block prints by Marcia/Maris.	Capra Press, 1974.	['0884960056 (pbk.) :', '0884960064.']	0884960064	['75316457']	['1130772']	1806159705	2	84	3683	cau	Capra Press
6535	Carver, Raymond 1938-1988	Carver, Raymond				Carver, Raymond, 1938-1988	n80113040	88660538	Q219862	1977	mdp.49015000670910	ic	Furious seasons and other stories / Raymond Carver.	Capra Press, 1977.	['088496115X :', '0884961168 :']	0884961168	['77022672']	['3168148']	346187562	2	148	3683	cau	Capra Press
6536	Engle, Paul 1908-	Engle, Paul				Engle, Paul, 1908-1991	n79084424	111240117	Q7150503	1976	mdp.49015000061276	ic	Women in the American Revolution / by Paul Engle.	Follett, c1976.	['0695806041 :']	0695806041	['75002933 //r78']	['2580242']	5497271	10	692	3083	ilu	Follett
