The Index of Major Literary Prizes in the US – Post45 Data Collective,,,,,,,,,,,,,,,,
full_name,gender,mfa_degree,role,prize_year,prize_name,prize_amount,prize_institution,prize_type,prize_genre,author_wikidata,author_viaf,author_lccn,elite_institution,graduate_degree,stegner,title_of_winning_book
John Cheever,male,,winner,1956,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q336151,2468135,n78089819,,,,
John Neihardt,male,,judge,1956,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6250218,59087102,n79081519,,,,
Robinson Jeffers,male,,judge,1956,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q734955,68956184,n80035864,,,,
W. H. Auden,male,,judge,1956,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q178698,2465832,n79054316,,,,
Josephine Miles,female,,winner,1956,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q6288420,110624639,n79079250,,graduate,,
Katherine Garrison Chapin,female,,judge,1956,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q1736241,45634544,n81147752,Columbia University,,,
Leonie Adams,female,,judge,1956,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q467163,114359194,n81117461,Barnard College,,,
Marianne Moore,female,,judge,1956,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q278495,61562401,n50016866,,,,
Priscilla Robertson,female,,winner,1956,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q37557201,50548637,n81074373,,,,
No Winner,No Winner,No Winner,winner,1955,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,No Winner,No Winner,No Winner,
Frederick Pottle,male,,judge,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q52156914,104192291,n79141214,Yale University,graduate,,
Henry Seidel Canby,male,,judge,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q15501218,7559111,n50051945,Yale University,graduate,,
Morton D. Zabel,male,,winner,1955,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q21552375,65295694,n80008799,University of Chicago,graduate,,
Robert Hillyer,male,,judge,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2157568,59464846,n86034262,Harvard University,graduate,,
Richard Eberhart,male,,winner,1955,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q975736,97788157,n81027817,Dartmouth College,graduate,,
L. Quincy Mumford,male,,judge,1955,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Columbia University,graduate,,
Max Eastman,male,,judge,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q788572,67259736,n50024420,Columbia University,graduate,,
Chester Kallman,male,,winner,1955,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q5093626,17272386,n50067197,,graduate,,
John Crowe Ransom,male,,judge,1955,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q1337955,7399505,n50053936,,graduate,,
Jorge Guillen,male,,winner,1955,Award of Merit Medal in Poetry,"25,000.00  $",American Academy of Arts and Letters,career,poetry,Q59837,91629318,n85092317,,graduate,,
Robert Lowell,male,,judge,1955,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q981448,17249803,n79023350,,graduate,,
Conrad Aiken,male,,winner,1955,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q380645,71433883,n80060447,Harvard University,,,
J. Donald Adams,male,,judge,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Harvard University,,,
John Hall Wheelock,male,,judge,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6237358,5059881,n79077255,Harvard University,,,
Robert Nathan,male,,judge,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q592511,32007405,n79060563,Harvard University,,,
Witter Bynner,male,,judge,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2586777,5724955,n50032943,Harvard University,,,
William Krasner,male,,winner,1955,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q8014116,43200703,n82232397,Columbia University,,,
Allen Tate,male,,judge,1955,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q975706,44325423,n80044856,,,,
John Neihardt,male,,judge,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6250218,59087102,n79081519,,,,
Milton Lott,male,,winner,1955,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q6861303,69420843,n79056243,,,,
Robert Horan,male,,winner,1955,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q7345615,53725421,no94007221,,,,
Robinson Jeffers,male,,judge,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q734955,68956184,n80035864,,,,
Rolfe Humphries,male,,winner,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q7360825,79410283,n50034126,,,,
W. H. Auden,male,,judge,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q178698,2465832,n79054316,,,,
Katherine Garrison Chapin,female,,judge,1955,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q1736241,45634544,n81147752,Columbia University,,,
Muriel Rukeyser,female,,judge,1955,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q735177,137544,n79034264,Columbia University,,,
Marianne Moore,female,,judge,1955,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q278495,61562401,n50016866,,,,
No Winner,No Winner,No Winner,winner,1954,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,No Winner,No Winner,No Winner,
Oliver Gogarty,male,,winner,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q1388518,32004745,n81040729,,,,
Frederick Pottle,male,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q52156914,104192291,n79141214,Yale University,graduate,,
Henry Seidel Canby,male,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q15501218,7559111,n50051945,Yale University,graduate,,
Robert Hillyer,male,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2157568,59464846,n86034262,Harvard University,graduate,,
Wallace Stevens,male,,judge,1954,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q166835,61562486,n79086767,Harvard University,graduate,,
C. Vann Woodward,male,,winner,1954,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q612410,14760083,n81050736,Columbia University,graduate,,
L. Quincy Mumford,male,,judge,1954,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Columbia University,graduate,,
Max Eastman,male,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q788572,67259736,n50024420,Columbia University,graduate,,
Randall Jarrell,male,,judge,1954,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q972676,100256034,n79076730,,graduate,,
Richmond Lattimore,male,,winner,1954,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q5939791,97989746,n79017063,,graduate,,
Leonard Bacon,male,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6525095,39750079,no96044132,Yale University,,,
David Riesman,male,,winner,1954,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q504319,54197257,n79026672,Harvard University,,,
J. Donald Adams,male,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Harvard University,,,
John Hall Wheelock,male,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6237358,5059881,n79077255,Harvard University,,,
Robert Nathan,male,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q592511,32007405,n79060563,Harvard University,,,
Witter Bynner,male,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2586777,5724955,n50032943,Harvard University,,,
Allen Tate,male,,judge,1954,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q975706,44325423,n80044856,,,,
Ernest Hemingway,male,,winner,1954,Award of Merit Medal in the Novel,"25,000.00  $",American Academy of Arts and Letters,career,prose,Q23434,97006051,n78078534,,,,
John Neihardt,male,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6250218,59087102,n79081519,,,,
Ray Bradbury,male,,winner,1954,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q40640,12305881,n79139258,,,,
Robinson Jeffers,male,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q734955,68956184,n80035864,,,,
Ruthven Todd,male,,winner,1954,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q7383419,26751397,n50013825,,,,
W. H. Auden,male,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q178698,2465832,n79054316,,,,
Hannah Arendt,female,,winner,1954,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q60025,105151053,n50023617,,graduate,,
Muriel Rukeyser,female,,judge,1954,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q735177,137544,n79034264,Columbia University,,,
Leonie Adams,female,,winner,1954,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q467163,114359194,n81117461,Barnard College,,,
Louise Bogan,female,,winner,1954,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q516180,37044460,n50010084,,,,
Louise Townsend Nicholl,female,,winner,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6688980,53924172,no2007041909,,,,
Marianne Moore,female,,judge,1954,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q278495,61562401,n50016866,,,,
Marianne Moore,female,,judge,1954,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q278495,61562401,n50016866,,,,
No Winner,No Winner,No Winner,winner,1953,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,,,,No Winner,No Winner,No Winner,
No Winner,No Winner,No Winner,winner,1953,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,No Winner,No Winner,No Winner,
Eric Bentley,male,,winner,1953,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q1351104,71412301,n79096858,Yale University,graduate,,
Frederick Pottle,male,,judge,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q52156914,104192291,n79141214,Yale University,graduate,,
Henry Seidel Canby,male,,judge,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q15501218,7559111,n50051945,Yale University,graduate,,
Paul Goodman,male,,winner,1953,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q943567,14898058,n79045067,University of Chicago,graduate,,
Luther Evans,male,,judge,1953,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
Robert Hillyer,male,,judge,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2157568,59464846,n86034262,Harvard University,graduate,,
Wallace Stevens,male,,judge,1953,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q166835,61562486,n79086767,Harvard University,graduate,,
Max Eastman,male,,judge,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q788572,67259736,n50024420,Columbia University,graduate,,
Randall Jarrell,male,,judge,1953,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q972676,100256034,n79076730,,graduate,,
Leonard Bacon,male,,judge,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6525095,39750079,no96044132,Yale University,,,
J. Donald Adams,male,,judge,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Harvard University,,,
John Hall Wheelock,male,,judge,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6237358,5059881,n79077255,Harvard University,,,
Robert Frost,male,,winner,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q168728,32010055,n79005644,Harvard University,,,
Robert Nathan,male,,judge,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q592511,32007405,n79060563,Harvard University,,,
Witter Bynner,male,,judge,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2586777,5724955,n50032943,Harvard University,,,
Winfield Townley Scott,male,,judge,1953,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q8025028,79071831,n50005603,Brown University,,,
Delmore Schwartz,male,,winner,1953,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q1184545,36934167,n79100468,,,,
John Neihardt,male,,judge,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6250218,59087102,n79081519,,,,
Richard Chase,male,,winner,1953,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q6106938,,,,,,
Robinson Jeffers,male,,judge,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q734955,68956184,n80035864,,,,
W. H. Auden,male,,winner,1953,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q178698,2465832,n79054316,,,,
Francis Fergusson,female,,winner,1953,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q14918892,32148096,n50026883,Yale University,graduate,,
Isabel Bolton,female,,winner,1953,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q1673532,54361512,no90024660,,,,
Katherine Anne Porter,female,,judge,1953,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q236958,56620604,n79038436,,,,
Marianne Moore,female,,judge,1953,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q278495,61562401,n50016866,,,,
Marianne Moore,female,,judge,1953,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q278495,61562401,n50016866,,,,
No Winner,No Winner,No Winner,winner,1952,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,No Winner,No Winner,No Winner,
Archibald Macleish,male,,winner,1952,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q633354,85172667,n80015459,Yale University,graduate,,
Frederick Pottle,male,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q52156914,104192291,n79141214,Yale University,graduate,,
Henry Seidel Canby,male,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q15501218,7559111,n50051945,Yale University,graduate,,
Luther Evans,male,,judge,1952,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
Luther Evans,male,,judge,1952,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
Yvor Winters,male,,winner,1952,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q728959,51773371,n79063665,Stanford University,graduate,,
Robert Hillyer,male,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2157568,59464846,n86034262,Harvard University,graduate,,
Richard Eberhart,male,,judge,1952,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q975736,97788157,n81027817,Dartmouth College,graduate,,
Mark Van Doren,male,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q975491,12331775,n79100719,Columbia University,graduate,,
Max Eastman,male,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q788572,67259736,n50024420,Columbia University,graduate,,
Saul Bellow,male,,winner,1952,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q83059,27060791,n79078646,,graduate,,
Theodore Roethke,male,,winner,1952,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q1151763,24682652,n79060436,,graduate,,
Leonard Bacon,male,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6525095,39750079,no96044132,Yale University,,,
Leonard Bacon,male,,judge,1952,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q6525095,39750079,no96044132,Yale University,,,
Conrad Aiken,male,,winner,1952,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,Q380645,71433883,n80060447,Harvard University,,,
J. Donald Adams,male,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Harvard University,,,
John Hall Wheelock,male,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6237358,5059881,n79077255,Harvard University,,,
Malcolm Cowley,male,,judge,1952,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q1458319,91308069,n79081720,Harvard University,,,
Robert Nathan,male,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q592511,32007405,n79060563,Harvard University,,,
Witter Bynner,male,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2586777,5724955,n50032943,Harvard University,,,
Winfield Townley Scott,male,,judge,1952,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q8025028,79071831,n50005603,Brown University,,,
Alfred Hayes,male,,winner,1952,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q1675887,103215423,n50025133,,,,
John Neihardt,male,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6250218,59087102,n79081519,,,,
Padraic Colum,male,,winner,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q429440,49223588,n50031180,,,,
Peter Taylor,male,,winner,1952,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q7177265,110914595,n82057802,,,,
Robinson Jeffers,male,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q734955,68956184,n80035864,,,,
Elizabeth Spencer,female,,winner,1952,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q5363538,108893360,n50021199,,graduate,,
Louise Bogan,female,,judge,1952,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q516180,37044460,n50010084,,,,
Marianne Moore,female,,judge,1952,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q278495,61562401,n50016866,,,,
No Winner,No Winner,No Winner,winner,1951,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,No Winner,No Winner,No Winner,
Luther Evans,male,,judge,1951,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
Richard Eberhart,male,,judge,1951,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q975736,97788157,n81027817,Dartmouth College,graduate,,
Randall Jarrell,male,,winner,1951,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q972676,100256034,n79076730,,graduate,,
Brendan Gill,male,,winner,1951,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q908693,27827433,n50027762,Yale University,,,
Leonard Bacon,male,,judge,1951,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q6525095,39750079,no96044132,Yale University,,,
Conrad Aiken,male,,winner,1951,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,Q380645,71433883,n80060447,Harvard University,,,
Malcolm Cowley,male,,judge,1951,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q1458319,91308069,n79081720,Harvard University,,,
Newton Arvin,male,,winner,1951,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q1983783,34596746,n50001964,Harvard University,,,
Vladimir Nabokov,male,,winner,1951,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q36591,27069388,n81015312,,,,
W. H. Auden,male,,judge,1951,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q178698,2465832,n79054316,,,,
Elizabeth Bishop,female,,winner,1951,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q235946,71405503,n79047629,,,,
Louise Bogan,female,,winner,1951,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q516180,37044460,n50010084,,,,
Louise Bogan,female,,judge,1951,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q516180,37044460,n50010084,,,,
Marianne Moore,female,,winner,1951,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q278495,61562401,n50016866,,,,
F. O. Matthiessen,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q1386358,59148639,n79119146,"Yale University, Harvard University",graduate,,
Frederick Pottle,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q52156914,104192291,n79141214,Yale University,graduate,,
Henry Seidel Canby,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q15501218,7559111,n50051945,Yale University,graduate,,
Luther Evans,male,,judge,1950,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
Luther Evans,male,,judge,1950,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
Paul Bowles,male,,winner,1950,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q358342,112464042,n79043627,Stanford University,graduate,Stegner,
E. E. Cummings,male,,winner,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q298703,12306931,n79038464,Harvard University,graduate,,
Robert Hillyer,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2157568,59464846,n86034262,Harvard University,graduate,,
Mark Van Doren,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q975491,12331775,n79100719,Columbia University,graduate,,
Max Eastman,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q788572,67259736,n50024420,Columbia University,graduate,,
Maxwell Geismar,male,,winner,1950,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q6796102,32932096,n50018262,Columbia University,graduate,,
John Crowe Ransom,male,,winner,1950,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q1337955,7399505,n50053936,,graduate,,
Robert Penn Warren,male,,judge,1950,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q312720,61553765,n78091524,,graduate,,
Leonard Bacon,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6525095,39750079,no96044132,Yale University,,,
William Rose Benét,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2580418,45096102,n50008106,Yale University,,,
Ridgely Torrence,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q7332772,64154440,n85008085,Princeton University,,,
Conrad Aiken,male,,judge,1950,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q380645,71433883,n80060447,Harvard University,,,
Conrad Aiken,male,,winner,1950,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,Q380645,71433883,n80060447,Harvard University,,,
J. Donald Adams,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,,,,Harvard University,,,
John Hall Wheelock,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q6237358,5059881,n79077255,Harvard University,,,
Witter Bynner,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2586777,5724955,n50032943,Harvard University,,,
John Berryman,male,,winner,1950,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q522192,71421263,n79142591,Columbia University,,,
Hyam Plutzik,male,,winner,1950,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q3787766,2835501,n87872647,,,,
Karl Shapiro,male,,judge,1950,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q2906282,109257053,n79021704,,,,
Padraic Colum,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q429440,49223588,n50031180,,,,
Robinson Jeffers,male,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q734955,68956184,n80035864,,,,
St John Perse,male,,winner,1950,Award of Merit Medal in Poetry,"25,000.00  $",American Academy of Arts and Letters,career,poetry,Q132684,88804613,n79128134,,,,
W. H. Auden,male,,judge,1950,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q178698,2465832,n79054316,,,,
Shirley Graham,female,,winner,1950,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q3482354,86434093,n86130395,,graduate,,
Leonie Adams,female,,judge,1950,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q467163,114359194,n81117461,Barnard College,,,
Caroline Gordon,female,,winner,1950,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q5045085,111626048,n80040363,,,,
Elizabeth Bishop,female,,winner,1950,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,Q235946,71405503,n79047629,,,,
Leonora Speyer,female,,judge,1950,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q1547340,170679717,n87870746,,,,
Vincent McHugh,male,,winner,1949,Arts and Letters Awards,"10,000.00  $",American Academy of Arts and Letters,career,no genre,Q64767581,92163595,n50013499,,,,
F. O. Matthiessen,male,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q1386358,59148639,n79119146,"Yale University, Harvard University",graduate,,
Archibald Macleish,male,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q633354,85172667,n80015459,Yale University,graduate,,
Henry Seidel Canby,male,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q15501218,7559111,n50051945,Yale University,graduate,,
Luther Evans,male,,judge,1949,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
Luther Evans,male,,judge,1949,Poet Laureate,"35,000.00  $",Library of Congress,career,poetry,,,,Stanford University,graduate,,
Robert Hillyer,male,,judge,1949,Academy of American Poets Fellowship,"25,000.00  $",Academy of American Poets,career,poetry,Q2157568,59464846,n86034262,Harvard University,graduate,,
Wallace Stevens,male,,winner,1949,Bollingen Prize for Poetry,"10,000.00  $",Yale University,career,poetry,Q166835,61562486,n79086767,Harvard University,graduate,,
