record_id,wikidata_work_qid,title,creator,released,year_set,years_distant,multiyears,medium,genre,wikipedia_pg,verify_yr,notes,is_episode,predictions,source
mccowan_h.g._1979,Q1184902,H. G. Wells' The Shape of Things to Come,George McCowan,1979,2106,127,,film,adventure film,https://en.wikipedia.org/wiki/H._G._Wells'_The_Shape_of_Things_to_Come,,,,,wikifilm
miller_mad_1979,Q248775,Mad Max,George Miller,1979,1985,6,,film,action film,https://en.wikipedia.org/wiki/Mad_Max_(film),,,Q3275141,,wikifilm
matsumoto_yamato_1979,Q2758389,Yamato: The New Voyage,Leiji Matsumoto,1979,2201,222,,film,action film,https://en.wikipedia.org/wiki/Yamato:_The_New_Voyage,,Date confirmed in https://ja.wikipedia.org/wiki/%E5%AE%87%E5%AE%99%E6%88%A6%E8%89%A6%E3%83%A4%E3%83%9E%E3%83%88_%E6%96%B0%E3%81%9F%E3%81%AA%E3%82%8B%E6%97%85%E7%AB%8B%E3%81%A1,Q107426372,,wikicategory
nelson_black_1979,Q304029,The Black Hole,Gary Nelson,1979,2130,151,,film,action film,https://en.wikipedia.org/wiki/The_Black_Hole_(1979_film),,,,,wikifilm; wikidata; wikicategory
gordon_casper_1979,Q3661888,Casper and the Angels,George Gordon,1979,2179,200,,television,,https://en.wikipedia.org/wiki/Casper_and_the_Angels,,,,,wikicategory
varley_titan_1979,Q4354440,Titan,John Varley,1979,2025,46,,fiction,science fiction novel,https://en.wikipedia.org/wiki/Titan_(Varley_novel),,,Q3529474,,wikicategory
farmer_dark_1979,Q5223283,Dark Is the Sun,Philip José Farmer,1979,15000000000,14999998021,,fiction,science fiction,https://en.wikipedia.org/wiki/Dark_Is_the_Sun,,,,,wikicategory
brescia_star_1979,Q7600812,Star Odyssey,Alfonso Brescia,1979,2312,333,,film,science fiction film,https://en.wikipedia.org/wiki/Star_Odyssey,,,,,wikicategory
larson_buck_1979,Q999370,Buck Rogers in the 25th Century,Glen A. Larson,1979,2400,421,,television,science fiction television program,https://en.wikipedia.org/wiki/Buck_Rogers_in_the_25th_Century_(TV_series),,,,,wikicategory
haller_buck_1979,Q3281073,Buck Rogers in the 25th Century,Daniel Haller,1979,2491,512,,film,action film,https://en.wikipedia.org/wiki/Buck_Rogers_in_the_25th_Century_(film),,,,"Buck Rogers's spacecraft was frozen in May 1987, after which he was frozen and not revived until 2491. A nuclear war broke out in November 1987.",wikifilm; wikipast
israel_americathon_1979,Q4745667,Americathon,Neal Israel,1979,1998,19,,film,comedy film,https://en.wikipedia.org/wiki/Americathon,,,,The US federal government is bankrupt and holds a telethon to avoid foreclosure and return to its original owners; the film accurately predicted the collapse of the Soviet Union.[2],wikifilm; wikipast
dezaki_undersea_1979,Q7883762,Undersea Super Train: Marine Express,Satoshi Dezaki,1979,2002,23,,film,fantasy anime and manga,https://en.wikipedia.org/wiki/Undersea_Super_Train:_Marine_Express,,,,An undersea train connects North America with Japan.,wikipast; wikifilm
wise_star_1979,Q7601010,Star Trek: The Motion Picture,Robert Wise,1979,2271,292,,film,movie novel,https://en.wikipedia.org/wiki/Star_Trek:_The_Motion_Picture,https://memory-alpha.fandom.com/wiki/Star_Trek:_The_Motion_Picture#Dating,,Q1092,,wikicategory; wikifilm; wikidata
forsyth_devil's_1979,Q1200472,The Devil's Alternative,Frederick Forsyth,1979,1982,3,,fiction,,https://en.wikipedia.org/wiki/The_Devil's_Alternative,,,,,wikicategory
zebrowski_macrolife_1979,Q6725394,Macrolife,George Zebrowski,1979,2021,42,,fiction,science fiction,https://en.wikipedia.org/wiki/Macrolife,,,,,wikicategory
schulman_alongside_1979,Q4734458,Alongside Night,J. Neil Schulman,1979,1999,20,,fiction,dystopian fiction,https://en.wikipedia.org/wiki/Alongside_Night,,,,,wikicategory
arkush_rock_1979,Q1479868,Rock 'n' Roll High School,Allan Arkush,1979,1980,1,,film,musical film,https://en.wikipedia.org/wiki/Rock_'n'_Roll_High_School,,,,,wikicategory
sargent_goldengirl_1979,Q4193220,Goldengirl,Joseph Sargent,1979,1980,1,,film,science fiction film,https://en.wikipedia.org/wiki/Goldengirl,,,,,wikicategory
compton_ravagers_1979,Q3772170,Ravagers,Richard Compton,1979,1991,12,,film,science fiction film,https://en.wikipedia.org/wiki/Ravagers_(film),,,,,wikicategory
tanahashi_space_1979,Q955418,Space Carrier Blue Noah,Kazunori Tanahashi,1979,2052,73,,television,drama anime and manga,https://en.wikipedia.org/wiki/Space_Carrier_Blue_Noah,,,,,wikitext
task_cerberus_1979,Q48976869,Cerberus,Task Force Games,1979,2094,115,,tabletop game,,https://en.wikipedia.org/wiki/Cerberus_(board_game),,,,,wikitext
dickson_amanda_1979,Q4739705,Amanda Morgan,Gordon R. Dickson,1979,2185,206,,fiction,science fiction novel,https://en.wikipedia.org/wiki/Amanda_Morgan,,,,,wikicategory
matsumoto_be_1980,Q1093707,Be Forever Yamato,Leiji Matsumoto,1980,2202,222,,film,action film,https://en.wikipedia.org/wiki/Be_Forever_Yamato,https://yamato.fandom.com/wiki/Be_Forever_Yamato,,Q107426372,,wikicategory
anderson_captain_1980,Q2415019,Captain Scarlet vs the Mysterons,Gerry Anderson,1980,2068,88,,film,,https://en.wikipedia.org/wiki/Captain_Scarlet_vs._the_Mysterons,,,,,wikicategory
niven_ringworld_1980,Q2738255,The Ringworld Engineers,Larry Niven,1980,2871,891,,fiction,science fiction,https://en.wikipedia.org/wiki/The_Ringworld_Engineers,https://larryniven.fandom.com/wiki/Complete_Known_Space_Timeline,,,,wikicategory
benford_timescape_1980,Q2894715,Timescape,Gregory Benford,1980,1998,18,,fiction,chuanyue,https://en.wikipedia.org/wiki/Timescape,,,,"In 1998, Earth is ravaged by ecological disasters such as algal blooms and diebacks on the brink of large scale extinctions. Various other events are mentioned in passing, such as student riots and an event of nuclear terrorism against New York City which took place before the events of the novel.",wikipast
_astro_1980,Q3391384,Astro Boy,,1980,2030,50,,television,action anime and manga,https://en.wikipedia.org/wiki/Astro_Boy_(1980_TV_series),,,Q7576732,,wikicategory; wikitext
jones_duck_1980,Q5311442,Duck Dodgers and the Return of the 24½th Century,Chuck Jones,1980,2350,370,,film,monster film,https://en.wikipedia.org/wiki/Duck_Dodgers_and_the_Return_of_the_24½th_Century,,,,,wikicategory
dicks_nightmare_1980,Q5554265,Nightmare of Eden,Terrance Dicks,1980,2116,136,,television,,https://en.wikipedia.org/wiki/Nightmare_of_Eden,https://tardis.fandom.com/wiki/Nightmare_of_Eden_(TV_story),,Q34316,,wikicategory
_milady_1980,Q6850400,Milady 3000,,1980,3000,1020,,fiction,,https://en.wikipedia.org/wiki/Milady_3000,,,,,wikicategory
gibson_flipside_1980,Q7734469,The Flipside of Dominick Hide,Alan Gibson,1980,2130,150,,fiction,science fiction,https://en.wikipedia.org/wiki/The_Flipside_of_Dominick_Hide,,,,,wikicategory
barzyk_lathe_1980,Q7746339,The Lathe of Heaven,David Loxton; Fred Barzyk,1980,2002,22,,film,science fiction film,https://en.wikipedia.org/wiki/The_Lathe_of_Heaven_(film),,,,,wikifilm
hogan_thrice_1980,Q7798123,Thrice Upon a Time,James Patrick Hogan,1980,2009,29,,fiction,hard science fiction,https://en.wikipedia.org/wiki/Thrice_Upon_a_Time,,,,"In 2009, the technology to send messages back and forth through time is invented. In 2010, the Soviet Union still exists, video telephones are commonplace and all modern automobiles come with an automated control system allowing one to cruise hands-free on most official roads and highways.",wikipast
brinckerhoff_brave_1980,Q9666186,Brave New World,Burt Brinckerhoff,1980,2540,560,,film,dystopian film,https://en.wikipedia.org/wiki/Brave_New_World_(1980_film),https://www.britannica.com/topic/Brave-New-World,,,,wikicategory
kragelj_third_1980,Q107985785,The Third Life,Mirč Kragelj,1980,2020,40,,television,science fiction,,,,,,wikidata
tezuka_phoenix_1980,Q2463310,Phoenix 2772,Osamu Tezuka,1980,2772,792,,film,science fiction anime and manga,https://en.wikipedia.org/wiki/Phoenix_2772,,,,,wikicategory; wikifilm
larriva_thundarr_1980,Q2863441,Thundarr the Barbarian,Charles August Nichols; Rudy Larriva,1980,3994,2014,,television,science fiction television program,https://en.wikipedia.org/wiki/Thundarr_the_Barbarian,,,,"In 1994, a runaway planet hurtles between Earth and the Moon, unleashing cosmic destruction and causing radical changes to Earth's climate and geography",wikicategory; wikipast
forward_dragon's_1980,Q3205839,Dragon's Egg,Robert L. Forward,1980,2035,55,2020-2050,fiction,science fiction,https://en.wikipedia.org/wiki/Dragon's_Egg,,Year set is median of the periods portrayed in the work.,,,wikicategory
golan_apple_1980,Q7714007,The Apple,Menahem Golan,1980,1994,14,,film,science fiction film,https://en.wikipedia.org/wiki/The_Apple_(1980_film),,,,The Rapture occurs in 1994. The planet is run by the music industry.[10],wikifilm; wikipast
sachs_galaxina_1980,Q960224,Galaxina,William Sachs,1980,3008,1028,,film,science fiction film,https://en.wikipedia.org/wiki/Galaxina,,,,,wikicategory; wikifilm
bilal_la_1980,Q2261631,La Foire aux immortels,Enki Bilal,1980,2023,43,,comics,graphic novel,https://en.wikipedia.org/wiki/La_Foire_aux_immortels,,,,"Former astronaut Alcide Nikopol wakes up from a 30-year cryogenic sleep in space,teams up with Horus to fight the Paris dictatorship. Other Egyptian gods have been hovering over the city in a spaceship. Two nuclear wars have happened in the meantime. Sequels _La Femme piège_ (1986),and _Froid Équateur_ (1992),as well as a video game _Nikopol: Secrets of the Immortals_ (2008) are also set around this time. The film adaptation _Immortal ""Immortal (2004 film)"")_,is set in the late 21st century.""",wikipast
fukasaku_virus_1980,Q1459428,Virus,Kinji Fukasaku,1980,1983,3,"1982-1983, 1988",film,science fiction film,https://en.wikipedia.org/wiki/Virus_(1980_film),,Median of the years depicted by the work.,,,wikicategory
kanda_space_1980,Q710976,Space Emperor God Sigma,Takeyuki Kanda,1980,2050,70,,television,adventure anime and manga,https://en.wikipedia.org/wiki/Space_Emperor_God_Sigma,,,,,wikitext
varley_wizard_1980,Q3491166,Wizard,John Varley,1980,2100,120,,fiction,science fiction,https://en.wikipedia.org/wiki/Wizard_(novel),,,Q3529474,,wikicategory
miller_mad_1981,Q1125262,Mad Max 2: The Road Warrior,George Miller,1981,1990,9,,film,action film,https://en.wikipedia.org/wiki/Mad_Max_2,,,Q3275141,,wikifilm
miner_friday_1981,Q1243009,Friday the 13th Part 2,Steve Miner,1981,1984,3,,film,horror film,https://en.wikipedia.org/wiki/Friday_the_13th_Part_2,,,,,wikifilm
king_jaunt_1981,Q128506,The Jaunt,Stephen King,1981,2300,319,,fiction,science fiction,https://en.wikipedia.org/wiki/The_Jaunt,,,,,wikicategory
bryant_lifepod_1981,Q15040819,Lifepod,Bruce Bryant,1981,2191,210,,film,science fiction film,https://en.wikipedia.org/wiki/Lifepod_(1981_film),,,,,wikidata
arkush_heartbeeps_1981,Q2317367,Heartbeeps,Allan Arkush,1981,1995,14,,film,science fiction film,https://en.wikipedia.org/wiki/Heartbeeps,,,,,wikifilm
anderson_revenge_1981,Q3066209,Revenge of the Mysterons from Mars,Gerry Anderson,1981,2068,87,,film,,https://en.wikipedia.org/wiki/Revenge_of_the_Mysterons_from_Mars,,,,,wikicategory
cussler_night_1981,Q3945850,Night Probe!,Clive Cussler,1981,1989,8,,fiction,adventure novel,https://en.wikipedia.org/wiki/Night_Probe!,,,,"In 1989, the world is in the throes of an energy crunch and the United States is on the brink of financial disaster.",wikipast
niven_dream_1981,Q5306426,Dream Park,Larry Niven,1981,2051,70,,fiction,science fiction novel,https://en.wikipedia.org/wiki/Dream_Park,,,,,wikicategory
chalonge_malevil_1981,Q821505,Malevil,Christian de Chalonge,1981,1999,18,,film,science fiction film,https://en.wikipedia.org/wiki/Malevil_(film),,,,,wikifilm
robertson_firebird_1981,Q20164453,Firebird 2015 AD,David M. Robertson,1981,2015,34,,film,science fiction film,https://en.wikipedia.org/wiki/Firebird_2015_AD,,,,"By 2015, public ownership of motor vehicles and gasoline is punishable by summary execution.",wikifilm; wikipast
viktorov_per_1981,Q2313918,Per Aspera Ad Astra,Richard Viktorov,1981,2200,219,,film,science fiction film,https://en.wikipedia.org/wiki/Per_Aspera_Ad_Astra_(film),,,,,wikicategory; wikidata
kachanov_mystery_1981,Q2369324,The Mystery of the Third Planet,Roman Abelevich Kachanov,1981,2181,200,,fiction,science fiction comics,https://en.wikipedia.org/wiki/The_Mystery_of_the_Third_Planet,https://www.imdb.com/title/tt0211653/,,,,wikicategory
burke_last_1981,Q339882,The Last Chase,Martyn Burke,1981,2011,30,1991-2011,film,science fiction film,,,Majority of work set in year 2011,,"In 2011, the United States was a police state.",wikifilm; wikipast
carpenter_escape_1981,Q403033,Escape from New York,John Carpenter,1981,1997,16,,film,action film,,,,,"Predicts a 400% rise in crime rate in 1988, prompting the remaking of Manhattan Island into a nationwide maximum security prison with no guards. In reality, crime rates in the US peaked in the film's release year of 1981, were about 20% lower in 1997 and have continued to drop ever since.[38][39]",wikidata; wikifilm; wikipast
games_omega_1981,Q4044306,Omega Race,Midway Games,1981,2003,22,,video game,shoot 'em up,https://en.wikipedia.org/wiki/Omega_Race,,,,"By 2003, space combat using lasers is routine.""",wikipast; wikitext
warner_robotwar_1981,Q4048361,RobotWar,Silas Warner,1981,2002,21,,video game,programming game,https://en.wikipedia.org/wiki/RobotWar,,,,Human soldiers have been replaced by military robots.,wikipast
potterton_heavy_1981,Q1471965,Heavy Metal,Gerald Potterton,1981,2031,50,,film,science fiction film,https://en.wikipedia.org/wiki/Heavy_Metal_(film),,,,,wikifilm
cronenberg_scanners_1981,Q551823,Scanners,David Cronenberg,1981,1983,2,,film,action film,https://en.wikipedia.org/wiki/Scanners,,,,,wikicategory
baker_omen_1981,Q807742,The Final Conflict,Graham Baker,1981,2003,22,,film,horror film,https://en.wikipedia.org/wiki/The_Final_Conflict_(film),,,Q4334632,,wikifilm
moore_v_1982,Q103411,V for Vendetta,Alan Moore,1982,1997,15,,comics,dystopian fiction,https://en.wikipedia.org/wiki/V_for_Vendetta,,,,"The storyline of the comic takes place from November 5, 1997 to November 5, 1998. The 2005 film adaptation is set between these dates in 2025 and 2026, but there are references to 2014 and 2015.",wikipast
band_parasite_1982,Q1194793,Parasite,Charles Band,1982,1992,10,,film,horror film,https://en.wikipedia.org/wiki/Parasite_(1982_film),,,,Post-apocalyptic future in which Earth is run by a class called Merchants.,wikipast; wikidata; wikifilm
lester_class_1982,Q1213942,Class of 1984,Mark L. Lester,1982,1984,2,,film,action film,https://en.wikipedia.org/wiki/Class_of_1984,,,,,wikifilm
miner_friday_1982,Q1243013,Friday the 13th Part III,Steve Miner,1982,1984,2,,film,horror film,https://en.wikipedia.org/wiki/Friday_the_13th_Part_III,,,,,wikifilm
katsumata_arcadia_1982,Q1756233,Arcadia of My Youth,Tomoharu Katsumata,1982,2960,978,,film,science fiction film,https://en.wikipedia.org/wiki/Arcadia_of_My_Youth,,,,,wikifilm
herbert_white_1982,Q2741407,The White Plague,Frank Herbert,1982,1996,14,,fiction,science fiction,https://en.wikipedia.org/wiki/The_White_Plague,,,,"The family of the protagonist, John Roe O'Neill, are killed by an IRA bomb on May 20, 1996, resulting in his descent into insanity. He plans a gendercidal revenge and creates a plague that kills only women, but for which men are the carriers. O'Neill then releases it in Ireland (for supporting the terrorists), England (for oppressing the Irish and giving them a cause) and Libya (for training said terrorists).",wikipast
greene_world_1982,Q3213334,World War III,David Greene,1982,1987,5,,television,drama film,https://en.wikipedia.org/wiki/World_War_III_(miniseries),,,,World War III breaks out in 1987.,wikipast
miyatake_super_1982,Q702373,The Super Dimension Fortress Macross,Kazutaka Miyatake,1982,2009,27,2009-2012,television,adventure anime and manga,https://en.wikipedia.org/wiki/Super_Dimension_Fortress_Macross,,,,"Episode 1 describes events from 1999 to 2009 when Macross first landed. Most of the story takes place starting in 2009. The final episode takes place in January 2012. A feature film, Macross: Do You Remember Love?, was made in 1984 covering the same events. An OVA epilogue subtitled Flash Back 2012 was produced in 1987 and takes place in September 2012. Was adapted into an English language version called Robotech that aired in syndication around 1985. A prequel, Macross Zero, set in 2008, was released between 2002 and 2004, but since many events in the series timeline had already occurred by that point, it could arguably be viewed as alternate history, rather than future.",wikipast
