,nea_person_id,full_name_lastfirst,full_name_firstlast,given_name_middle,family_name,nea_grant_year,other_nea_grant,country,us_state,hometown,birth_year,gender,race_ethnicity,ba,ba2,ma,ma2,phd,mfa,mfa2,post45_hathi_entry
3171,2371,"Rosenberg, Robert",Robert Rosenberg,Robert,Rosenberg,2010,,No state or country listed,,No city listed,,male,uniden,,,,,,University of Iowa,,
3172,2429,"Sanow, Anne",Anne Sanow,Anne,Sanow,2010,,No state or country listed,,No city listed,,female,uniden,George Mason University,,,,,Washington University in St Louis,,Yes
3173,2513,"Sharpe, Matthew",Matthew Sharpe,Matthew,Sharpe,2010,,No state or country listed,,No city listed,1962,male,uniden,Oberlin College,,,,,Columbia University,,Yes
3174,2609,"Smith, Gregory Blake",Gregory Blake Smith,Gregory Blake,Smith,2010,1988,USA,MN,Northfield,1951,male,uniden,Bowdoin College,,Boston University,,,University of Iowa,,
3175,2629,"Solnit, Rebecca",Rebecca Solnit,Rebecca,Solnit,2010,1993,USA,CA,San Francisco,1961,female,white,San Francisco State University,,University of California Berkeley,,,,,
3176,2701,"Stewart, Leah",Leah Stewart,Leah,Stewart,2010,,USA,OH,Cincinnati,1973,female,uniden,Vanderbilt University,,,,,University of Michigan Ann Arbor,,Yes
3177,2733,"Sumner, Melanie",Melanie Sumner,Melanie,Sumner,2010,,USA,GA,Rome,1963,female,uniden,University of North Carolina Chapel Hill,,,,,Boston University,,Yes
3178,2793,"Thompson, Christina",Christina Thompson,Christina,Thompson,2010,,No state or country listed,,No city listed,,female,white,Dartmouth College,,,,University of Melbourne,,,
3179,2879,"Viswanathan, Padma",Padma Viswanathan,Padma,Viswanathan,2010,,USA,AR,Fayetteville,1968,female,asianam / southasian,University of Alberta,,Johns Hopkins University,,,University of Arizona,,
3180,2888,"Vollmer, Matthew",Matthew Vollmer,Matthew,Vollmer,2010,,USA,VA,Blacksburg,1974,male,white,University of North Carolina Chapel Hill,,North Carolina State University,,,University of Iowa,,Yes
3181,2941,"Wayne, Teddy",Teddy Wayne,Teddy,Wayne,2010,,USA,NY,New York,1979,male,uniden,Harvard University,,,,,Washington University in St Louis,,
3182,2981,"Wickersham, Joan",Joan Wickersham,Joan,Wickersham,2010,,No state or country listed,,No city listed,1957,female,uniden,Yale University,,,,,,,
3183,2989,"Wilderson, Frank B. III",Frank B. Wilderson III,Frank B. III,Wilderson,2010,,No state or country listed,,No city listed,1956,male,afam,Dartmouth College,,University of California Berkeley,,University of California Berkeley,Columbia University,,
3184,2990,"Wilhelm, Vinnie",Vinnie Wilhelm,Vinnie,Wilhelm,2010,,USA,PA,Philadelphia,1978,male,uniden,,,,,,University of Iowa,,
3185,3097,"Zelitch, Simone",Simone Zelitch,Simone,Zelitch,2010,,USA,PA,No city listed,1963,female,white,Wesleyan University,,,,,University of Michigan Ann Arbor,,Yes
3186,80,"Aptowicz, Cristin",Cristin Aptowicz,Cristin,Aptowicz,2011,,USA,PA,No city listed,1978,female,uniden,New York University,,,,,,,
3187,265,"Boisseau, Michelle",Michelle Boisseau,Michelle,Boisseau,2011,1989,No state or country listed,,No city listed,1955,female,uniden,Ohio University,,Ohio University,,University of Houston,,,
3188,346,"Brown, Jericho",Jericho Brown,Jericho,Brown,2011,,USA,LA,No city listed,1976,male,afam,Dillard University,,,,University of Houston,University of New Orleans,,
3189,426,"Capps, Melinda",Melinda Capps,Melinda,Capps,2011,,USA,IL,Bloomington,,female,uniden,,,,,,University of Iowa,,
3190,436,"Carr, Julie",Julie Carr,Julie,Carr,2011,,USA,CO,Denver,1966,female,uniden,Barnard College,,,,University of California Berkeley,New York University,,
3191,513,"Clary, Killarney",Killarney Clary,Killarney,Clary,2011,,USA,CA,No city listed,1954,female,uniden,University of California Irvine,,,,,,,
3192,693,"Denrow, Jennifer",Jennifer Denrow,Jennifer,Denrow,2011,,USA,CO,No city listed,,female,uniden,,,,,University of Denver,,,
3193,739,"Doty, Catherine",Catherine Doty,Catherine,Doty,2011,,No state or country listed,,No city listed,1952,female,uniden,Upsala College,,,,,University of Iowa,,
3194,842,"Falconer, Blas",Blas Falconer,Blas,Falconer,2011,,No state or country listed,,No city listed,,male,latinx,,,,,University of Houston,University of Maryland,,
3195,852,"Feldman, Chanda",Chanda Feldman,Chanda,Feldman,2011,,USA,TN,No city listed,,female,afam,University of Chicago,,,,,Cornell University,Stanford University,
3196,894,"Foerster, Richard",Richard Foerster,Richard,Foerster,2011,1995,USA,ME,No city listed,1949,male,uniden / germanam,Fordham University,,University of Virginia,,,,,
3197,1003,"Girmay, Aracelis",Aracelis Girmay,Aracelis,Girmay,2011,,USA,CA,Santa Ana,1977,female,latinx,Connecticut College,,,,,New York University,,
3198,1054,"Graber, Kathleen",Kathleen Graber,Kathleen,Graber,2011,,USA,NJ,Wildwood,1959,female,uniden,New York University,,,,,New York University,,
3199,1123,"Hall, Jamie",Jamie Hall,Jamie,Hall,2011,,No state or country listed,,No city listed,1976,male,uniden,Stetson University,,,,University of Houston,Bennington College,,
3200,1169,"Harrison, Leslie",Leslie Harrison,Leslie,Harrison,2011,,USA,MA,No city listed,,female,uniden,,,,,,University of California Irvine,,
3201,1217,"Hernandez, David",David Hernandez,David,Hernandez,2011,,USA,CA,Long Beach,1971,male,uniden,California State University Long Beach,,,,,,,
3202,1282,"Horton, Randall",Randall Horton,Randall,Horton,2011,,No state or country listed,,No city listed,,male,afam,University of the District of Columbia,,,,State University of New York Albany,Chicago State University,,
3203,1318,"Iglesias, Holly",Holly Iglesias,Holly,Iglesias,2011,,No state or country listed,,No city listed,,female,uniden,,,,,,,,
3204,1353,"Jeffers, Honoree",Honoree Jeffers,Honoree,Jeffers,2011,,No state or country listed,,No city listed,1967,female,afam,Talladega College,,,,,University of Alabama Tuscaloosa,,
3205,1399,"Journey, Anna",Anna Journey,Anna,Journey,2011,,No state or country listed,,No city listed,1980,female,uniden,,,,,University of Houston,Virginia Commonwealth University,,
3206,1425,"Katz, Joy",Joy Katz,Joy,Katz,2011,,USA,PA,Pittsburgh,1963,female,uniden,Ohio State University,,,,,Washington University in St Louis,Stanford University,
3207,1454,"Kennedy, Christopher",Christopher Kennedy,Christopher,Kennedy,2011,,No state or country listed,,No city listed,1955,male,uniden,Le Moyne College,,Syracuse University,,,,,Yes
3208,1634,"Lewis, Lisa",Lisa Lewis,Lisa,Lewis,2011,,No state or country listed,,No city listed,1956,female,uniden,,,,,University of Houston,University of Iowa,,
3209,1645,"Lindenberg, Rebecca",Rebecca Lindenberg,Rebecca,Lindenberg,2011,,No state or country listed,,No city listed,1978,female,uniden,William and Mary University,,,,University of Utah,,,
3210,1658,"Lock, Norman",Norman Lock,Norman,Lock,2011,,No state or country listed,,No city listed,1950,male,uniden,University of Pennsylvania,,,,,Syracuse University,,Yes
3211,1801,"McCallum, Shara",Shara McCallum,Shara,McCallum,2011,,USA,PA,No city listed,1972,female,afam / latinx,University of Miami,,,,Binghamton University,University of Maryland,,
3212,1869,"Meek, Sandra",Sandra Meek,Sandra,Meek,2011,,No state or country listed,,No city listed,,female,uniden,Colorado State University,,,,University of Denver,Colorado State University,,
3213,1870,"Mehigan, Joshua",Joshua Mehigan,Joshua,Mehigan,2011,,USA,NY,Brooklyn,1969,male,uniden,Purchase College,,,,,Sarah Lawrence College,,
3214,1927,"Moeckel, William",William Moeckel,William,Moeckel,2011,,USA,VA,No city listed,,male,uniden,Bowdoin College,,,,,University of Virginia,,
3215,1991,"Murray, Joan",Joan Murray,Joan,Murray,2011,1989,USA,NY,Rochester,1945,female,uniden,City University of New York Hunter College,,New York University,,,,,
3216,2012,"Nelson, Margaret (Maggie)",Margaret (Maggie) Nelson,Margaret (Maggie),Nelson,2011,,No state or country listed,,No city listed,1973,female,white,Wesleyan University,,,,City University of New York,,,
3217,2031,"Nienow, Matthew",Matthew Nienow,Matthew,Nienow,2011,,USA,CA,Los Angeles,1983,male,uniden,Unknown BA,,,,,University of Washington,,
3218,2202,"Platt, Donald",Donald Platt,Donald,Platt,2011,1996,USA,IN,West Lafayette,1957,male,uniden,,,,,University of Utah,University of Virginia,,
3219,2393,"Runyan, Tania",Tania Runyan,Tania,Runyan,2011,,No state or country listed,,No city listed,,female,uniden,University of California Riverside,,Roosevelt University,,,Bowling Green State University,,
3220,2472,"Scollon, Teresa",Teresa Scollon,Teresa,Scollon,2011,,USA,MI,Traverse City,1962,female,uniden,,,University of Michigan Ann Arbor,,,University of Southern Maine,,
3221,2545,"Short, Gary",Gary Short,Gary,Short,2011,,USA,NV,Virginia City,,male,uniden,California State University Fresno,,California State University Sacramento,,,University of Arizona,Stanford University,
3222,2612,"Smith, Maggie",Maggie Smith,Maggie,Smith,2011,,USA,OH,Bexley,1977,female,uniden,,,,,,Ohio State University,,
3223,2727,"Sugarman, Yerra",Yerra Sugarman,Yerra,Sugarman,2011,,USA,NY,New York,,female,uniden,Concordia University,,,,University of Houston,Columbia University,,
3224,2768,"Teague, Alexandra",Alexandra Teague,Alexandra,Teague,2011,,USA,AR,No city listed,1974,female,uniden,Southwest Missouri State University,,,,,University of Florida,Stanford University,
3225,2808,"Titus, Allison",Allison Titus,Allison,Titus,2011,,USA,VA,Richmond,,female,uniden,University of Mary Washington,,,,,Virginia Commonwealth University,University of Vermont,
3226,2922,"Wardrop, Daneen",Daneen Wardrop,Daneen,Wardrop,2011,,No state or country listed,,No city listed,1952,female,uniden,Central Michigan University,,Western Michigan University,,University of Virginia,Western Michigan University,,
3227,3035,"Woloch, Cecilia",Cecilia Woloch,Cecilia,Woloch,2011,,No state or country listed,,No city listed,1956,female,uniden,Transylvania University,,,,,Antioch University,,
3228,206,"Bergstraesser, Paul",Paul Bergstraesser,Paul,Bergstraesser,2012,,USA,WY,Laramie,1967,male,uniden,Oberlin College,,Northern Michigan University,,University of Illinois Chicago,,,
3229,212,"Bernard, Sean",Sean Bernard,Sean,Bernard,2012,,No state or country listed,,No city listed,,male,uniden,University of Arizona,,Oregon State University,,,University of Iowa,,
3230,239,"Biss, Eula",Eula Biss,Eula,Biss,2012,,No state or country listed,,No city listed,1977,female,uniden,Hampshire College,,,,,University of Iowa,,Yes
3231,262,"Boggs, Belle",Belle Boggs,Belle,Boggs,2012,,USA,NC,Chatham County,1976,female,uniden,,,,,,University of California Irvine,,
3232,468,"Chambers, Veronica",Veronica Chambers,Veronica,Chambers,2012,1998,USA,NJ,Hoboken,1970,female,afam / latinx,Bard College,,,,,,,Yes
3233,516,"Clement, Jennifer",Jennifer Clement,Jennifer,Clement,2012,,No state or country listed,,No city listed,1960,female,latinx,New York University,,,,,University of Southern Maine,,Yes
3234,624,"Czepiel, Katherine",Katherine Czepiel,Katherine,Czepiel,2012,,USA,CT,No city listed,,female,uniden,Dickinson College,,New York University,,,,,
3235,669,"De Robertis, Carolina",Carolina De Robertis,Carolina,De Robertis,2012,,USA,CA,Oakland,1975,female,latinx,University of California Los Angeles,,,,,Mills College,,
3236,695,"Dermont, Amber",Amber Dermont,Amber,Dermont,2012,,No state or country listed,,No city listed,,female,uniden,,,,,University of Houston,University of Iowa,,
3237,858,"Ferch, Shann",Shann Ferch,Shann,Ferch,2012,,USA,DC,Washington,1967,male,uniden,Montana State University,,Pepperdine University,,University of Alberta,Eastern Washington University,,
3238,877,"Fisher, Karen",Karen Fisher,Karen,Fisher,2012,,USA,WA,Lopez Island,1961,female,uniden,Unknown BA,,,,,,,Yes
3239,1117,"Haigh, Jennifer",Jennifer Haigh,Jennifer,Haigh,2012,,No state or country listed,,No city listed,1968,female,uniden,Dickinson College,,,,,University of Iowa,,
3240,1153,"Harper, Jean",Jean Harper,Jean,Harper,2012,,USA,IN,Richmond,1958,female,uniden,Earlham College,,,,,Emerson College,,
3241,1196,"Heathcock, Alan",Alan Heathcock,Alan,Heathcock,2012,,USA,IL,Chicago,1971,male,uniden,University of Iowa,,,,,Bowling Green State University,Boise State University,
3242,1210,"Hendrickson, Paul",Paul Hendrickson,Paul,Hendrickson,2012,2002,USA,MD,Takoma Park,1944,male,uniden,Saint Louis University,,Pennsylvania State University,,,,,
3243,1263,"Holeton, Richard",Richard Holeton,Richard,Holeton,2012,,No state or country listed,,No city listed,1952,male,uniden,Stanford University,,San Francisco State University,,,San Francisco State University,,
3244,1279,"Hoque, Abeer",Abeer Hoque,Abeer,Hoque,2012,,No state or country listed,,No city listed,,female,asianam / southasian,University of Pennsylvania,,University of Pennsylvania,,,University of San Francisco,,
3245,1383,"Jones, Nalini",Nalini Jones,Nalini,Jones,2012,,No state or country listed,,No city listed,1971,female,asianam / southasian,Amherst College,,,,,Columbia University,,Yes
3246,1389,"Jones, Tayari",Tayari Jones,Tayari,Jones,2012,,No state or country listed,,No city listed,1970,female,afam,Spelman College,,University of Iowa,,,University of Arizona,,
3247,1408,"Kalman, Nadia",Nadia Kalman,Nadia,Kalman,2012,,USA,NY,New York,,female,uniden,,,Columbia University,Bank Street College,,,,
3248,1477,"Khakpour, Porochista",Porochista Khakpour,Porochista,Khakpour,2012,,USA,CA,South Pasadena,1978,female,uniden,Sarah Lawrence College,,,,,Johns Hopkins University,,Yes
3249,1562,"La Farge, Paul",Paul La Farge,Paul,La Farge,2012,,No state or country listed,,No city listed,1970,male,uniden,Yale University,,,,,,,
3250,1572,"Lancelotta, Victoria",Victoria Lancelotta,Victoria,Lancelotta,2012,,USA,MD,Baltimore,1969,female,uniden,,,,,,University of Florida,,Yes
3251,1690,"Lychack, William",William Lychack,William,Lychack,2012,,USA,VT,Stamford,1966,male,uniden,Connecticut College,,,,,University of Michigan Ann Arbor,,
3252,1728,"Manseau, Peter",Peter Manseau,Peter,Manseau,2012,,USA,MD,No city listed,1974,male,uniden,University of Massachusetts Amherst,,Georgetown University,,Georgetown University,,,
3253,1777,"Matson, Suzanne",Suzanne Matson,Suzanne,Matson,2012,,No state or country listed,,No city listed,1959,female,uniden,Portland State University,,University of Washington,,University of Washington,,,
3254,1800,"McCallum-Smith, Susan",Susan McCallum-Smith,Susan,McCallum-Smith,2012,,Scotland,,No city listed,,female,uniden,University of Glasgow,,Johns Hopkins University,,,Bennington College,,
3255,1992,"Murray, Sabina",Sabina Murray,Sabina,Murray,2012,,Australia / The Philippines,,No city listed,1968,female,asianam,Mount Holyoke College,,University of Texas Austin,,,,,Yes
3256,2063,"O'Neill, Tadg",Tadg O'Neill,Tadg,O'Neill,2012,,No state or country listed,,No city listed,,female,uniden,,,,,,,,
3257,2157,"Percy, Benjamin",Benjamin Percy,Benjamin,Percy,2012,,No state or country listed,,No city listed,1979,male,uniden,Brown University,,,,,Southern Illinois University,,Yes
3258,2158,"Percy, Jennifer",Jennifer Percy,Jennifer,Percy,2012,,USA,OR,No city listed,,female,uniden,,,,,,University of Iowa,,
3259,2208,"Ponce, Pedro",Pedro Ponce,Pedro,Ponce,2012,,USA,NY,Canton,1972,male,latinx,Williams College,,Johns Hopkins University,,University of Denver,Western Michigan University,,
3260,2422,"Sanders, John",John Sanders,John,Sanders,2012,,USA,IL,Urbana,,male,uniden,,,,,,University of Illinois Urbana Champaign,,
3261,2522,"Sheffield, Elisabeth",Elisabeth Sheffield,Elisabeth,Sheffield,2012,,USA,CO,Denver,,female,uniden,State University of New York Purchase,,State University of New York Buffalo,,State University of New York Buffalo,University of California Irvine,,Yes
3262,2552,"Sibley, Jennifer",Jennifer Sibley,Jennifer,Sibley,2012,,No state or country listed,,No city listed,,female,uniden,,,,,,,,
3263,2627,"Soileau, Stephanie",Stephanie Soileau,Stephanie,Soileau,2012,,USA,IL / CA,Chicago / San Francisco,1976,female,uniden,,,,,,University of Iowa,Stanford University,
3264,2644,"Spatz, Gregory",Gregory Spatz,Gregory,Spatz,2012,,No state or country listed,,No city listed,1964,male,uniden,Haverford College,,University of New Hampshire,,,University of Iowa,,Yes
3265,2712,"Strickley, Sarah",Sarah Strickley,Sarah,Strickley,2012,,No state or country listed,,No city listed,1978,female,uniden,Ohio University,,Ohio University,,University of Cincinnati,University of Iowa,,
3266,2825,"Treitel, Jonathan",Jonathan Treitel,Jonathan,Treitel,2012,,No state or country listed,,No city listed,1959,male,uniden,Unknown BA,,Stanford University,,Stanford University,,,
3267,2859,"Vasicek, Rene",Rene Vasicek,Rene,Vasicek,2012,,USA,NY,Astoria,1969,male,uniden,State University of New York Albany,,,,,Sarah Lawrence College,,
3268,2984,"Wieland, Mitchell",Mitchell Wieland,Mitchell,Wieland,2012,,No state or country listed,,No city listed,,male,uniden,San Diego State University,,,,,University of Alabama Tuscaloosa,,
3269,171,"Beduya, Jose Perez",Jose Perez Beduya,Jose Perez,Beduya,2013,,USA,NY,Ithaca,,male,uniden,,,,,,Cornell University,,
3270,317,"Brimhall, Traci",Traci Brimhall,Traci,Brimhall,2013,,No state or country listed,,No city listed,1982,female,uniden,Florida State University,,,,Western Michigan University,Sarah Lawrence College,,
3271,356,"Browne, Jenny",Jenny Browne,Jenny,Browne,2013,,USA,TX,San Antonio,,female,uniden,University of Wisconsin Madison,,,,,University of Texas Austin,,
3272,373,"Buffam, Suzanne",Suzanne Buffam,Suzanne,Buffam,2013,,USA,IL,Chicago,1972,female,uniden,,,Concordia University,,,University of Iowa,,
3273,479,"Chen, Kenneth",Kenneth Chen,Kenneth,Chen,2013,,No state or country listed,,No city listed,,male,asianam,University of California Berkeley,,Yale University,,,,,
3274,484,"Chernoff, Maxine",Maxine Chernoff,Maxine,Chernoff,2013,,No state or country listed,,No city listed,1952,female,uniden,University of Illinois Chicago,,University of Illinois Chicago,,,,,Yes
3275,578,"Corral, Eduardo",Eduardo Corral,Eduardo,Corral,2013,,No state or country listed,,No city listed,1973,male,latinx,University of Arizona,,,,,University of Iowa,,
3276,587,"Coutley, Lisa",Lisa Coutley,Lisa,Coutley,2013,,No state or country listed,,No city listed,1976,female,uniden,University of Wisconsin Green Bay,,Northern Michigan University,,University of Utah,Northern Michigan University,,
3277,665,"Day, Meg",Meg Day,Meg,Day,2013,,No state or country listed,,No city listed,1984,nonbinary,uniden,UCSanDiego,,,,University of Utah,Mills College,,
3278,794,"Brantley, Elizabeth",Elizabeth Brantley,Elizabeth,Brantley,2013,,USA,AL,Birmingham,1973,female,uniden,Hollins University,,,,,University of Massachusetts Amherst,,
3279,797,"Elkins, Jane (Ansel)",Jane (Ansel) Elkins,Jane (Ansel),Elkins,2013,,USA,NC,No city listed,,female,uniden,Sarah Lawrence College,,,,,University of North Carolina Greensboro,,
3280,822,"Essbaum, Jill Alexander",Jill Alexander Essbaum,Jill Alexander,Essbaum,2013,2003,USA,TX,Austin,1971,female,uniden,University of Houston,,University of Texas Austin,,,Seminary of the Southwest,,
3281,886,"Flood, Reginald",Reginald Flood,Reginald,Flood,2013,,USA,CT,No city listed,1956,male,afam,University of California Irvine,,Syracuse University,,University of Southern California,,,
3282,1047,"Gorham-Skinner, Sarah",Sarah Gorham-Skinner,Sarah,Gorham-Skinner,2013,,No state or country listed,,No city listed,1954,female,uniden,Antioch University,,,,,,,
3283,1073,"Greenberg, Miriam Bird",Miriam Bird Greenberg,Miriam Bird,Greenberg,2013,,USA,MA,Provincetown,1980,female,uniden,University of Pittsburgh,,,,,University of Texas Austin,Stanford University,
3284,1171,"Hart, Pamela",Pamela Hart,Pamela,Hart,2013,,No state or country listed,,No city listed,,female,uniden,,,,,,Sarah Lawrence College,,
3285,1250,"Hoahwah, Stuart (Sy)",Stuart (Sy) Hoahwah,Stuart (Sy),Hoahwah,2013,,No state or country listed,,No city listed,1973,male,indigenous,,,,,,University of Arkansas,,
3286,1546,"Kryah, Joshua",Joshua Kryah,Joshua,Kryah,2013,,USA,DC,Washington,1974,male,uniden,,,,,University of Nevada Reno,University of Iowa,,
3287,1724,"Mangold, Sarah",Sarah Mangold,Sarah,Mangold,2013,,USA,WA,No city listed,,female,uniden,University of Oklahoma,,,,,San Francisco State University,,
3288,1797,"McCadden, Kerrin",Kerrin McCadden,Kerrin,McCadden,2013,,No state or country listed,,No city listed,1966,female,uniden,St Michaels College,,,,,Warren Wilson College,,
3289,1818,"McCrae, Shane",Shane McCrae,Shane,McCrae,2013,,No state or country listed,,No city listed,1975,male,afam,Linfield University,,University of Iowa,,,University of Iowa,,
3290,1836,"McGhee, Rickey",Rickey McGhee,Rickey,McGhee,2013,,USA,LA,New Orleans,,nonbinary,afam,Sarah Lawrence College,,,,,Washington University in St Louis,,
3291,1890,"Metres, Philip",Philip Metres,Philip,Metres,2013,,No state or country listed,,No city listed,1970,male,uniden,College of the Holy Cross,,Indiana University,,Indiana University,Indiana University,,
3292,1975,"Muench, Simone",Simone Muench,Simone,Muench,2013,,No state or country listed,,No city listed,1969,female,uniden,University of Colorado Boulder,,University of Colorado Boulder,,University of Illinois Chicago,,,
3293,1986,"Murillo, John",John Murillo,John,Murillo,2013,,No state or country listed,,No city listed,,male,afam,Howard University,,,,,New York University,,
3294,2254,"Rakovan, Jacob",Jacob Rakovan,Jacob,Rakovan,2013,,No state or country listed,,No city listed,1975,male,uniden,,,,,,,,
3295,2274,"Reddy, Srikanth",Srikanth Reddy,Srikanth,Reddy,2013,,No state or country listed,,No city listed,1973,male,asianam / southasian,Harvard University,,,,Harvard University,University of Iowa,,
3296,2283,"Reeves, Roger",Roger Reeves,Roger,Reeves,2013,,No state or country listed,,No city listed,1980,male,afam,Morehouse College,,Texas A and M University,,University of Texas Austin,University of Texas Austin,,
3297,2309,"Richardson, James",James Richardson,James,Richardson,2013,,No state or country listed,,No city listed,1950,male,uniden,Princeton University,,,,University of Virginia,,,
3298,2310,"Richardson, Rachel",Rachel Richardson,Rachel,Richardson,2013,,USA,NC,Greensboro,,female,uniden,Dartmouth College,,University of North Carolina Chapel Hill,,,Stanford University,,
3299,2317,"Rigsbee, David",David Rigsbee,David,Rigsbee,2013,1984,No state or country listed,,No city listed,1949,male,uniden,University of North Carolina Chapel Hill,,Johns Hopkins University,Hollins University,University of Virginia,,,
3300,2318,"Riley, Atsuro",Atsuro Riley,Atsuro,Riley,2013,,USA,CA,San Francisco,,male,asianam,,,,,,,,
3301,2454,"Schoenholtz, Sarah Blake",Sarah Blake Schoenholtz,Sarah Blake,Schoenholtz,2013,,No state or country listed,,No city listed,,female,uniden,College of New Jersey,,University of Texas Austin,,,Pennsylvania State University,,
3302,2484,"Seay, Allison",Allison Seay,Allison,Seay,2013,,USA,VA,No city listed,1980,female,uniden,University of Mary Washington,,,,,University of North Carolina Chapel Hill,,
3303,2510,"Sharif-Kazemi, Solmaz",Solmaz Sharif-Kazemi,Solmaz,Sharif-Kazemi,2013,,Turkey,,Istanbul,,female,arabam / iranianam,University of California Berkeley,,,,,New York University,,
3304,2515,"Shaw, Brenda",Brenda Shaw,Brenda,Shaw,2013,,Vietnam,,No city listed,,female,uniden,University of Oregon,,,,,University of Washington,,
3305,2771,"Teitman, Ryan",Ryan Teitman,Ryan,Teitman,2013,,No state or country listed,,No city listed,,male,uniden,Pennsylvania State University,,Indiana University,,,Indiana University,Stanford University,
3306,2857,"Vap, Sarah",Sarah Vap,Sarah,Vap,2013,,USA,CA,Santa Monica,1972,female,uniden,Brown University,,,,University of Southern California,University of Arizona,,
3307,3072,"York, Jake",Jake York,Jake,York,2013,,USA,AL,No city listed,1972,male,uniden,Auburn University,,,,Cornell University,Cornell University,,
3308,3108,"Zucker, Rachel",Rachel Zucker,Rachel,Zucker,2013,,No state or country listed,,No city listed,1971,female,uniden,Yale University,,,,,University of Iowa,,
3309,88,"Arnold, Christopher",Christopher Arnold,Christopher,Arnold,2014,,No state or country listed,,No city listed,1981,male,uniden,University of Oregon,,,,,Purdue University,,
3310,120,"Ball, Jesse",Jesse Ball,Jesse,Ball,2014,,No state or country listed,,No city listed,1978,male,uniden,Vassar College,,,,,Columbia University,,Yes
3311,148,"Barry, Quan",Quan Barry,Quan,Barry,2014,2003,No state or country listed,,No city listed,1973,female,afam / asianam,University of Virginia,,,,,University of Michigan Ann Arbor,,
3312,164,"Beams, Clare",Clare Beams,Clare,Beams,2014,,USA,PA,Pittsburgh,,female,uniden,,,,,,Columbia University,,
3313,179,"Bell, Laura",Laura Bell,Laura,Bell,2014,,USA,WY,Cody,,female,uniden,,,,,,,,
3314,318,"Brininstool, Andrew",Andrew Brininstool,Andrew,Brininstool,2014,,No state or country listed,,No city listed,,male,uniden,,,,,,University of Houston,,
3315,500,"Chung, Catherine",Catherine Chung,Catherine,Chung,2014,,USA,NY,New York,,female,asianam,University of Chicago,,,,,Cornell University,,
3316,741,"Douglas, Marcia",Marcia Douglas,Marcia,Douglas,2014,,No state or country listed,,No city listed,1961,female,afam,Oakwood College,,,,State University of New York Binghamton,Ohio State University,,Yes
3317,804,"Engel, Patricia",Patricia Engel,Patricia,Engel,2014,,USA,FL,Miami,,female,latinx,New York University,,,,,Florida International University,,
3318,821,"Espinoza, Alex",Alex Espinoza,Alex,Espinoza,2014,,No state or country listed,,No city listed,1971,male,latinx,University of California Riverside,,,,,University of California Irvine,,Yes
3319,833,"Everett, Percival",Percival Everett,Percival,Everett,2014,,No state or country listed,,No city listed,1956,male,afam,Unknown BA,,,,,Brown University,,
3320,897,"Foote, Kimberly",Kimberly Foote,Kimberly,Foote,2014,,USA,NY,Brooklyn,,female,afam,Swarthmore College,,,,,Chicago State University,,
3321,924,"Freeman (Makkai), Rebecca",Rebecca Freeman (Makkai),Rebecca,Freeman (Makkai),2014,,USA,IL,Chicago,1978,female,uniden,Washington and Lee University,,Middlebury College,,,,,
3322,940,"Gadol, Peter",Peter Gadol,Peter,Gadol,2014,,USA,CA,Los Angeles,1964,male,uniden,Harvard University,,,,,,,Yes
3323,952,"Ganeshananthan, V.V.",V.V. Ganeshananthan,V.V.,Ganeshananthan,2014,,No state or country listed,,No city listed,1980,female,asianam / southasian,Harvard University,,Columbia University,,,University of Iowa,,
3324,1033,"Goldbloom, Golda",Golda Goldbloom,Golda,Goldbloom,2014,,USA,IL,Chicago,1964,female,uniden,,,,,,Warren Wilson College,,
3325,1093,"Groom, Kelle",Kelle Groom,Kelle,Groom,2014,,No state or country listed,,No city listed,,female,uniden,University of Central Florida,,University of Central Florida,,,University of Central Florida,,
3326,1127,"Hall, Tina",Tina Hall,Tina,Hall,2014,,No state or country listed,,No city listed,,female,uniden,University of Arizona,,,,University of Missouri,Bowling Green State University,,
3327,1277,"Hoover, Michelle",Michelle Hoover,Michelle,Hoover,2014,,No state or country listed,,No city listed,,female,uniden,St Olaf College,,,,,University of Massachusetts Amherst,,
3328,1283,"Houghteling, Sara",Sara Houghteling,Sara,Houghteling,2014,,No state or country listed,,No city listed,1977,female,uniden,Harvard University,,,,,University of Michigan Ann Arbor,,
3329,1502,"Kitterman, Barry",Barry Kitterman,Barry,Kitterman,2014,,No state or country listed,,No city listed,,male,uniden,University of California Berkeley,,,,,University of Montana,,Yes
3330,1619,"Levin, Adam",Adam Levin,Adam,Levin,2014,,USA,IL,Chicago,1976,male,uniden,,,,,,,,
3331,1749,"Marten, Eugene",Eugene Marten,Eugene,Marten,2014,,No state or country listed,,No city listed,1959,male,uniden,,,,,,,,
3332,1762,"Marzano-Lesnevich, Alexandria",Alexandria Marzano-Lesnevich,Alexandria,Marzano-Lesnevich,2014,,No state or country listed,,No city listed,1977,nonbinary,uniden,Columbia University,,,,,Emerson College,,
3333,1767,"Mason, Daniel",Daniel Mason,Daniel,Mason,2014,,No state or country listed,,No city listed,1976,male,uniden,Harvard University,,,,University of California San Francisco,,,
3334,1918,"Minu-Sepehr, Aria",Aria Minu-Sepehr,Aria,Minu-Sepehr,2014,,No state or country listed,,No city listed,,male,arabam / iranianam,,,,,,,,
3335,1966,"Moshfegh, Ottessa",Ottessa Moshfegh,Ottessa,Moshfegh,2014,,USA,CA,Oakland,1981,female,arabam / iranianam,Barnard College,,,,,Brown University,Stanford University,
