date,country,rank,title,author,nationality,gender,entry_id,publisher,publication_country
2021-03-01,Argentina,6,The Soul Of Flowers,Viviana Rivero,Argentina,w,2021-03Argentina6,Planeta,Spain
2021-03-01,Argentina,7,The Day It Stopped Snowing In Alaska,Alice Kellen,Spain,w,2021-03Argentina7,Titania,Spain
2021-03-01,Argentina,8,The Cousins,Aurora Venturini,Argentina,w,2021-03Argentina8,Tusquets,Spain
2021-03-01,Argentina,9,Gem,Milena Busquets,Spain,w,2021-03Argentina9,Editorial Anagrama,Spain
2021-03-01,Argentina,10,Things We Lost In The Fire,Mariana Enriquez,Argentina,w,2021-03Argentina10,Editorial Anagrama,Spain
2021-03-01,France,1,Life Is A Novel,Guillaume Musso,France,m,2021-03France1,Calmann-Lévy,France
2021-03-01,France,2,The Bridgerton Chronicles,Julia Quinn,United States,w,2021-03France2,Avon,United States
2021-03-01,France,3,The Children Are Kings,Delphine de Vigan,France,w,2021-03France3,Éditions Gallimard,France
2021-03-01,France,4,To Say It At Last,Agnès Ledig,France,w,2021-03France4,J'ai Lu,France
2021-03-01,France,5,The Twilight Of The Beasts,Marc Levy,France,m,2021-03France5,Robert Lafont,France
2021-03-01,France,6,Mirror Of Our Sorrows,Pierre Lemaitre,France,m,2021-03France6,Albin Michel,France
2021-03-01,France,7,The Anomaly,Hervé Le Tellier,France,m,2021-03France7,Éditions Gallimard,France
2021-03-01,France,8,Confusion,Elizabeth Jane Howard,United Kingdom,w,2021-03France8,Macmillan,United Kingdom
2021-03-01,France,9,In The Dreaded Sun,Michel Bussi,France,m,2021-03France9,Presses De La Cite,France
2021-03-01,France,10,The Following Days,Melissa Da Costa,France,w,2021-03France10,Librairie générale française,France
2021-03-01,Germany,1,Hard Land,Benedict Wells,Germany,m,2021-03Germany1,Diogenes,Switzerland
2021-03-01,Germany,2,About People,Juli Zeh,Germany,w,2021-03Germany2,Luchterhand,Germany
2021-03-01,Germany,3,Later,Stephen King,United States,m,2021-03Germany3,Hard Case Crime,United States
2021-03-01,Germany,4,"Young Woman, Standing By The Window, Evening Light, Blue Dress",Alena Schröder,Germany,w,2021-03Germany4,dtv Verlagsgesellschaft,Germany
2021-03-01,Germany,5,Eurotrash,Christian Kracht,Switzerland,m,2021-03Germany5,Kiepenheuer and Witsch,Germany
2021-03-01,Germany,6,The Midnight Library,Matt Haig,United Kingdom,m,2021-03Germany6,Canongate,United Kingdom
2021-03-01,Germany,7,The Enigma of Room 622,Joël Dicker,Switzerland,m,2021-03Germany7,Fallois,France
2021-03-01,Germany,8,The Ninth Arm Of The Octopus,Dirk Rossmann,Germany,m,2021-03Germany8,Bastei Lübbe,Germany
2021-03-01,Germany,9,The Book Walker,Carsten Henn,Germany,m,2021-03Germany9,Pendo,Germany
2021-03-01,Germany,10,"Girl, Woman, Other",Bernardine Evaristo,United Kingdom,w,2021-03Germany10,Penguin,United Kingdom
2021-03-01,Italy,1,Flora,Alessandro Robecchi,Italy,m,2021-03Italy1,Sellerio Editore,Italy
2021-03-01,Italy,2,Penelope's Discipline,Gianrico Carofiglio,Italy,m,2021-03Italy2,Mondadori,Italy
2021-03-01,Italy,3,Fresh Water For Flowers,Valerie Perrin,France,w,2021-03Italy3,Librairie générale française,France
2021-03-01,Italy,4,A Tea At Chaverton House,Alessia Gazzola,Italy,w,2021-03Italy4,Garzanti,Italy
2021-03-01,Italy,5,Before The Coffee Gets Cold,Toshikazu Kawaguchi,Japan,m,2021-03Italy5,Sun Mark Publications,Japan
2021-03-01,Italy,6,Viola And The Blue,Matteo Bussola,Italy,m,2021-03Italy6,Salani,Italy
2021-03-01,Italy,7,Apeirogon,Colum McCann,Ireland,m,2021-03Italy7,Random House,United States
2021-03-01,Italy,8,First Person Singular,Haruki Murakami,Japan,m,2021-03Italy8,Bungeishunjū,Japan
2021-03-01,Italy,9,The Book Was Better,Valerio Lundini,Italy,m,2021-03Italy9,Rizzoli,Italy
2021-03-01,Italy,10,Vivida My Love,Andrea Vitali,Italy,m,2021-03Italy10,Einaudi,Italy
2021-03-01,Spain,1,Independence,Javier Cercas,Spain,m,2021-03Spain1,Tusquets,Spain
2021-03-01,Spain,2,Emerson's Orchard,Luis Landero,Spain,m,2021-03Spain2,Tusquets,Spain
2021-03-01,Spain,3,Tomas Nevinson,Javier Marías,Spain,m,2021-03Spain3,Alfaguara,Spain
2021-03-01,Spain,4,The Duke And I,Julia Quinn,United States,w,2021-03Spain4,Avon,United States
2021-03-01,Spain,5,Take Me Home,Jesus Carrasco,Spain,m,2021-03Spain5,Seix Barral,Spain
2021-03-01,Spain,6,Delparaiso,Juan del Val,Spain,m,2021-03Spain6,Espasa,Spain
2021-03-01,Spain,7,Aquitaine,Eva García Sáenz de Urturi,Spain,w,2021-03Spain7,Planeta,Spain
2021-03-01,Spain,8,Red Queen,Juan Gómez-Jurado,Spain,m,2021-03Spain8,Ediciones B,Spain
2021-03-01,Spain,9,Line Of Fire,Arturo Pérez-Reverte,Spain,m,2021-03Spain9,Alfaguara,Spain
2021-03-01,Spain,10,Donkey's Belly,Andrea Abreu,Spain,w,2021-03Spain10,Barrett,Spain
2021-03-01,Turkey,1,Cruising,Piraye,Turkey,w,2021-03Turkey1,Mona,Turkey
2021-03-01,Turkey,2,The Cat Who Saved Books,Sōsuke Natsukawa,Japan,m,2021-03Turkey2,Shogakukan,Japan
2021-03-01,Turkey,3,My Sweet Orange Tree,José Mauro de Vasconcelos,Brazil,m,2021-03Turkey3,Candlewick,Brazil
2021-03-01,Turkey,4,The Girl In The Window,Gülseren Budayıcıoğlu,Turkey,w,2021-03Turkey4,Dǒgan Kitap,Turkey
2021-03-01,Turkey,5,The Day of Ashes,Jean-Christophe Grangé,France,m,2021-03Turkey5,Dǒgan Kitap,Turkey
2021-03-01,Turkey,6,Twelve Months In The Shadow Of Narcissus,Fikret Yildirim,Turkey,m,2021-03Turkey6,Destek Yayınları,Turkey
2021-03-01,Turkey,7,Circe,Madeline Miller,United States,w,2021-03Turkey7,"Little, Brown and Company",United States
2021-03-01,Turkey,8,The Alchemist,Paulo Coelho,Brazil,m,2021-03Turkey8,Eco,Brazil
2021-03-01,Turkey,9,I Loved A Kurd,Dilek Bilgiç Esen,Turkey,w,2021-03Turkey9,Muptela,Turkey
2021-03-01,Turkey,10,Friends Of Empedocles,Bilal Khalil,Lebanon,m,2021-03Turkey10,Éditions Grasset,France
2021-03-01,United States,1,A Court of Silver Flames,Sarah J. Maas,United States,w,2021-03United States1,Bloomsbury Publishing,United States
2021-03-01,United States,2,The Four Winds,Kristin Hannah,United States,w,2021-03United States2,St. Martin's,United States
2021-03-01,United States,3,The Midnight Library,Matt Haig,United Kingdom,m,2021-03United States3,Canongate,United Kingdom
2021-03-01,United States,4,The Vanishing Half,Brit Bennett,United States,w,2021-03United States4,Riverhead,United States
2021-03-01,United States,5,The Sanatorium,Sarah Pearse,United Kingdom,w,2021-03United States5,Pamela Dorman,United States
2021-03-01,United States,6,The Invisible Life of Addie LaRue,V. E. Schwab,United States,w,2021-03United States6,Tor Books,United States
2021-03-01,United States,7,Where The Crawdads Sing,Delia Owens,United States,w,2021-03United States7,Putnam,United States
2021-03-01,United States,8,The Russian,James Patterson; James O. Born,United States,m; m,2021-03United States8,"Little, Brown and Company",United States
2021-03-01,United States,9,Faithless In Death,J. D. Robb,United States,w,2021-03United States9,St. Martin's,United States
2021-03-01,United States,10,Missing And Endangered,J. A. Jance,United States,w,2021-03United States10,William Morrow and Company,United States
2021-04-01,Brazil,1,Crooked Plow,Itamar Vieira Junior,Brazil,m,2021-04Brazil1,Todavia,Brazil
2021-04-01,Brazil,2,Summit Lake,Charlie Donlea,United States,m,2021-04Brazil2,Kensington,United States
2021-04-01,Brazil,3,Animal Farm,George Orwell,United Kingdom,m,2021-04Brazil3,Secker & Warburg,United Kingdom
2021-04-01,Brazil,4,The Flatshare,Beth O'Leary,United Kingdom,w,2021-04Brazil4,Quercus,United Kingdom
2021-04-01,Brazil,5,The Silent Patient,Alex Michaelides,Cyprus,m,2021-04Brazil5,Celadon,United States
2021-04-01,Brazil,6,The Duke And I,Julia Quinn,United States,w,2021-04Brazil6,Avon,United States
2021-04-01,Brazil,7,The Chalk Man,C. J. Tudor,United Kingdom,w,2021-04Brazil7,Crown,United States
2021-04-01,Brazil,8,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,United States,w,2021-04Brazil8,Atria,United States
2021-04-01,Brazil,9,The Essential Sherlock Holmes,Arthur Conan Doyle,United Kingdom,m,2021-04Brazil9,Aeroplano Editora,United Kingdom
2021-04-01,Brazil,10,The Viscount Who Loved Me,Julia Quinn,United States,w,2021-04Brazil10,Avon,United States
2021-04-01,France,1,Life Is A Novel,Guillaume Musso,France,m,2021-04France1,Calmann-Lévy,France
2021-04-01,France,2,The Valley,Bernard Minier,France,m,2021-04France2,XO,France
2021-04-01,France,3,Born Under A Good Star,Aurélie Valognes,France,w,2021-04France3,Librairie générale française,France
2021-04-01,France,4,The Hunt,Bernard Minier,France,m,2021-04France4,XO,France
2021-04-01,France,5,Our Resiliencies,Agnès Martin-Lugand,France,w,2021-04France5,Michel Lafon,France
2021-04-01,France,6,The Vortex Of Life,Aurélie Valognes,France,w,2021-04France6,Fayard,France
2021-04-01,France,7,The Princess And Little Me,Jean-Christophe Rufin,France,m,2021-04France7,Flammarion,France
2021-04-01,France,8,Three,Valerie Perrin,France,w,2021-04France8,Albin Michel,France
2021-04-01,France,9,The Children Are Kings,Delphine de Vigan,France,w,2021-04France9,Éditions Gallimard,France
2021-04-01,France,10,Intuitio,Laurent Gounelle,France,m,2021-04France10,Calmann-Lévy,France
2021-04-01,Germany,1,About People,Juli Zeh,Germany,w,2021-04Germany1,Luchterhand,Germany
2021-04-01,Germany,2,The Hill We Climb,Amanda Gorman,United States,w,2021-04Germany2,Viking Press,United States
2021-04-01,Germany,3,Hard Land,Benedict Wells,Germany,m,2021-04Germany3,Diogenes,Switzerland
2021-04-01,Germany,4,Mindful Killing At The Edge Of The World,Karsten Dusse,Germany,m,2021-04Germany4,Heyne Verlag,Germany
2021-04-01,Germany,5,Monschau,Steffen Kopetzky,Germany,m,2021-04Germany5,Rowohlt Verlag,Greece
2021-04-01,Germany,6,The Great Summer,Ewald Arenz,Germany,m,2021-04Germany6,DuMont,Germany
2021-04-01,Germany,7,The Midnight Library,Matt Haig,United Kingdom,m,2021-04Germany7,Canongate,United Kingdom
2021-04-01,Germany,8,The Book Walker,Carsten Henn,Germany,m,2021-04Germany8,Pendo,Germany
2021-04-01,Germany,9,Looking Glass,Christina Henry,United States,w,2021-04Germany9,Ace,United States
2021-04-01,Germany,10,"Young Woman, Standing By The Window, Evening Light, Blue Dress",Alena Schröder,Germany,w,2021-04Germany10,dtv Verlagsgesellschaft,Germany
2021-04-01,Italy,1,For All The Rest Of My Mistakes,Camilla Boniardi,Italy,w,2021-04Italy1,Mondadori,Italy
2021-04-01,Italy,2,Alabama,Alessandro Barbero,Italy,m,2021-04Italy2,Sellerio Editore,Italy
2021-04-01,Italy,3,Sara's Eyes,Maurizio De Giovanni,Italy,m,2021-04Italy3,Rizzoli,Italy
2021-04-01,Italy,4,Fresh Water For Flowers,Valerie Perrin,France,w,2021-04Italy4,Librairie générale française,France
2021-04-01,Italy,5,The Song of Achilles,Madeline Miller,United States,w,2021-04Italy5,Ecco,United States
2021-04-01,Italy,6,"To Sir Phillip, With Love",Julia Quinn,United States,w,2021-04Italy6,Avon,Russia
2021-04-01,Italy,7,Life-Size,Erri De Luca,Italy,m,2021-04Italy7,Feltrinelli,Italy
2021-04-01,Italy,8,Before The Coffee Gets Cold,Toshikazu Kawaguchi,Japan,m,2021-04Italy8,Sun Mark Publications,Japan
2021-04-01,Italy,9,The Game Of The Night,Camilla Läckberg,Sweden,w,2021-04Italy9,Forum,Sweden
2021-04-01,Italy,10,Flora,Alessandro Robecchi,Italy,m,2021-04Italy10,Sellerio Editore,Italy
2021-04-01,Singapore,1,The Midnight Library,Matt Haig,United Kingdom,m,2021-04Singapore1,Canongate,United Kingdom
2021-04-01,Singapore,2,First Person Singular,Haruki Murakami,Japan,m,2021-04Singapore2,Bungeishunjū,Japan
2021-04-01,Singapore,3,Klara and the Sun,Kazuo Ishiguro,United Kingdom,m,2021-04Singapore3,Faber & Faber,United Kingdom
2021-04-01,Singapore,4,How Do You Live?,Genzaburō Yoshino,Japan,m,2021-04Singapore4,Shinchosha,Japan
2021-04-01,Singapore,5,"The Boy, The Mole, The Fox and the Horse",Charlie Mackesy,United Kingdom,m,2021-04Singapore5,Ebury,United Kingdom
2021-04-01,Singapore,6,The Song of Achilles,Madeline Miller,United States,w,2021-04Singapore6,Ecco,United States
2021-04-01,Singapore,7,The Hill We Climb,Amanda Gorman,United States,w,2021-04Singapore7,Viking Press,United States
2021-04-01,Singapore,8,No Longer Human,Nakahara Chuuya,Japan,m,2021-04Singapore8,New Directions,United Kingdom
2021-04-01,Singapore,9,Bullet Train,Kōtarō Isaka,Japan,m,2021-04Singapore9,Kadokawa Shoten,Japan
2021-04-01,Singapore,10,The Invisible Life of Addie LaRue,V. E. Schwab,United States,w,2021-04Singapore10,Tor Books,United States
2021-04-01,Spain,1,The Art Of Cheating Karma,Elisabet Benavent,Spain,w,2021-04Spain1,Suma de letras,Spain
2021-04-01,Spain,2,The Game Of The Soul,Javier Castillo,Spain,m,2021-04Spain2,Suma de letras,Spain
2021-04-01,Spain,3,Sira,María Dueñas,Spain,w,2021-04Spain3,Planeta,Spain
2021-04-01,Spain,4,Transfer In Moscow,Eduardo Mendoza,Spain,m,2021-04Spain4,Seix Barral,Spain
2021-04-01,Spain,5,Independence,Javier Cercas,Spain,m,2021-04Spain5,Tusquets,Spain
2021-04-01,Spain,6,Tomas Nevinson,Javier Marías,Spain,m,2021-04Spain6,Alfaguara,Spain
2021-04-01,Spain,7,Aquitaine,Eva García Sáenz de Urturi,Spain,w,2021-04Spain7,Planeta,Spain
2021-04-01,Spain,8,Red Queen,Juan Gómez-Jurado,Spain,m,2021-04Spain8,Ediciones B,Spain
2021-04-01,Spain,9,Donkey's Belly,Andrea Abreu,Spain,w,2021-04Spain9,Barrett,Spain
2021-04-01,Spain,10,Take Me Home,Jesus Carrasco,Spain,m,2021-04Spain10,Seix Barral,Spain
2021-04-01,United States,1,Win,Harlan Coben,United States,m,2021-04United States1,Grand Central,United States
2021-04-01,United States,2,The Four Winds,Kristin Hannah,United States,w,2021-04United States2,St. Martin's,United States
2021-04-01,United States,3,Life After Death,Sister Souljah,United States,w,2021-04United States3,Atria,United States
2021-04-01,United States,4,The Midnight Library,Matt Haig,United Kingdom,m,2021-04United States4,Canongate,United Kingdom
2021-04-01,United States,5,Klara and the Sun,Kazuo Ishiguro,United Kingdom,m,2021-04United States5,Faber & Faber,United Kingdom
2021-04-01,United States,6,The Invisible Life of Addie LaRue,V. E. Schwab,United States,w,2021-04United States6,Tor Books,United States
2021-04-01,United States,7,Dark Sky,C. J. Box,United States,m,2021-04United States7,Putnam,United States
2021-04-01,United States,8,We Begin At The End,Chris Whitaker,United Kingdom,m,2021-04United States8,Henry Holt and Company,United States
2021-04-01,United States,9,Wild Sign,Patricia Briggs,United States,w,2021-04United States9,Penguin,United States
2021-04-01,United States,10,The Vanishing Half,Brit Bennett,United States,w,2021-04United States10,Riverhead,United States
2021-05-01,France,1,And Only The Sweet Moments Last,Virginie Grimaldi,France,w,2021-05France1,Fayard,France
2021-05-01,France,2,The Bridgerton Chronicles,Julia Quinn,United States,w,2021-05France2,Avon,United States
2021-05-01,France,3,The Possibles,Marc Levy,France,m,2021-05France3,Fayard,France
2021-05-01,France,4,1991,Franck Thilliez,France,m,2021-05France4,Lizzie,France
2021-05-01,France,5,It Happened At Night,Marc Levy,France,m,2021-05France5,Robert Lafont,France
2021-05-01,France,6,It Was Twice,Franck Thilliez,France,m,2021-05France6,Fleuve Noir,France
2021-05-01,France,7,The Country of Others,Leïla Slimani,Morocco,w,2021-05France7,Éditions Gallimard,France
2021-05-01,France,8,The Uppercase Serpent,Pierre Lemaitre,France,m,2021-05France8,Albin Michel,France
2021-05-01,France,9,Life Is A Novel,Guillaume Musso,France,m,2021-05France9,Calmann-Lévy,France
2021-05-01,France,10,The Valley,Bernard Minier,France,m,2021-05France10,XO,France
2021-05-01,Germany,1,The Missing Sister,Lucinda Riley,United Kingdom,w,2021-05Germany1,Pan Macmillan,United Kingdom
2021-05-01,Germany,2,About People,Juli Zeh,Germany,w,2021-05Germany2,Luchterhand,Germany
2021-05-01,Germany,3,Home,Judith Hermann,Germany,w,2021-05Germany3,S. Fischer Verlag,Germany
2021-05-01,Germany,4,French Roulette,Martin Walker,United Kingdom,m,2021-05Germany4,Quercus,United Kingdom
2021-05-01,Germany,5,Mindful Killing At The Edge Of The World,Karsten Dusse,Germany,m,2021-05Germany5,Heyne Verlag,Germany
2021-05-01,Germany,6,Hard Land,Benedict Wells,Germany,m,2021-05Germany6,Diogenes,Switzerland
2021-05-01,Germany,7,The Hill We Climb,Amanda Gorman,United States,w,2021-05Germany7,Viking Press,United States
2021-05-01,Germany,8,A Time for Mercy,John Grisham,United States,m,2021-05Germany8,Doubleday,United States
2021-05-01,Germany,9,The Great Summer,Ewald Arenz,Germany,m,2021-05Germany9,DuMont,Germany
2021-05-01,Germany,10,Stay Away From Gretchen,Susanne Abel,Germany,w,2021-05Germany10,dtv Verlagsgesellschaft,Germany
2021-05-01,Italy,1,The Missing Sister,Lucinda Riley,United Kingdom,w,2021-05Italy1,Pan Macmillan,United Kingdom
2021-05-01,Italy,2,The Song of Achilles,Madeline Miller,United States,w,2021-05Italy2,Ecco,United States
2021-05-01,Italy,3,The Man From The Port,Cristina Cassar Scalia,Italy,w,2021-05Italy3,Einaudi,Italy
2021-05-01,Italy,4,Bone,Michele Serra,Italy,m,2021-05Italy4,Feltrinelli,Italy
2021-05-01,Italy,5,Fresh Water For Flowers,Valerie Perrin,France,w,2021-05Italy5,Librairie générale française,France
2021-05-01,Italy,6,For All The Rest Of My Mistakes,Camilla Boniardi,Italy,w,2021-05Italy6,Mondadori,Italy
2021-05-01,Italy,7,Klara and the Sun,Kazuo Ishiguro,United Kingdom,m,2021-05Italy7,Faber & Faber,United Kingdom
2021-05-01,Italy,8,Alabama,Alessandro Barbero,Italy,m,2021-05Italy8,Sellerio Editore,Italy
2021-05-01,Italy,9,When He Was Wicked,Julia Quinn,United States,w,2021-05Italy9,Avon,United States
2021-05-01,Italy,10,Before The Coffee Gets Cold,Toshikazu Kawaguchi,Japan,m,2021-05Italy10,Sun Mark Publications,Japan
2021-05-01,New Zealand,1,The Missing Sister,Lucinda Riley,United Kingdom,w,2021-05New Zealand1,Pan Macmillan,United Kingdom
2021-05-01,New Zealand,2,"The Boy, The Mole, The Fox and the Horse",Charlie Mackesy,United Kingdom,m,2021-05New Zealand2,Ebury,United Kingdom
2021-05-01,New Zealand,3,Go Tell The Bees That I Am Gone,Diana Gabaldon,United States,w,2021-05New Zealand3,DeIacorte,United States
2021-05-01,New Zealand,4,Before You Knew My Name,Jacqueline Bublitz,New Zealand,w,2021-05New Zealand4,Allen & Unwin,United Kingdom
2021-05-01,New Zealand,5,Fifty Shades Freed,E. L. James,United Kingdom,w,2021-05New Zealand5,Bloom,United Kingdom
2021-05-01,New Zealand,6,Project Hail Mary,Andy Weir,United States,m,2021-05New Zealand6,Ballantine,United States
2021-05-01,New Zealand,7,Legacy,Nora Roberts,United States,w,2021-05New Zealand7,St. Martin's,United States
2021-05-01,New Zealand,8,The Seven Sisters,Lucinda Riley,United Kingdom,w,2021-05New Zealand8,Pan Macmillan,United Kingdom
2021-05-01,New Zealand,9,Siege and Storm,Leigh Bardugo,"Israel, United States",w,2021-05New Zealand9,Henry Holt and Company,United States
2021-05-01,New Zealand,10,Ruin and Rising,Leigh Bardugo,"Israel, United States",w,2021-05New Zealand10,Henry Holt and Company,United States
2021-05-01,Philippines,1,The Little Prince,Antoine de Saint-Exupéry,France,m,2021-05Philippines1,Éditions Gallimard,France
2021-05-01,Philippines,2,A Little Life,Hanya Yanagihara,United States,w,2021-05Philippines2,Doubleday,United States
2021-05-01,Philippines,3,The Ballad of Songbirds and Snakes,Suzanne Collins,United States,w,2021-05Philippines3,Scholastic Corporation,United States
2021-05-01,Philippines,4,They Both Die at the End,Adam Silvera,United States,m,2021-05Philippines4,Quill Tree Books,United States
2021-05-01,Philippines,5,The Alchemist,Paulo Coelho,Brazil,m,2021-05Philippines5,Eco,Brazil
2021-05-01,Philippines,6,The Five People You Meet In Heaven,Mitch Albom,United States,m,2021-05Philippines6,Hyperion Books,United States
2021-05-01,Philippines,7,Such a Fun Age,Kiley Reid,United States,w,2021-05Philippines7,Putnam,United States
2021-05-01,Philippines,8,What If It's Us,Becky Albertalli; Adam Silvera,United States,w; m,2021-05Philippines8,HarperTeen,United States
2021-05-01,Philippines,9,Shuggie Bain,Douglas Stuart,United Kingdom,m,2021-05Philippines9,Picador,United Kingdom
2021-05-01,Philippines,10,A Court of Silver Flames,Sarah J. Maas,United States,w,2021-05Philippines10,Bloomsbury Publishing,United States
2021-05-01,Spain,1,Sira,María Dueñas,Spain,w,2021-05Spain1,Planeta,Spain
2021-05-01,Spain,2,The Art Of Cheating Karma,Elisabet Benavent,Spain,w,2021-05Spain2,Suma de letras,Spain
2021-05-01,Spain,3,The Game Of The Soul,Javier Castillo,Spain,m,2021-05Spain3,Suma de letras,Spain
2021-05-01,Spain,4,Castilian,Lorenzo Silva,Spain,m,2021-05Spain4,Destino,Spain
2021-05-01,Spain,5,Transfer In Moscow,Eduardo Mendoza,Spain,m,2021-05Spain5,Seix Barral,Spain
2021-05-01,Spain,6,Independence,Javier Cercas,Spain,m,2021-05Spain6,Tusquets,Spain
2021-05-01,Spain,7,Silver Tears,Camilla Läckberg,Sweden,w,2021-05Spain7,Bokförlaget Forum,Sweden
2021-05-01,Spain,8,Oblivion,Héctor Abad Faciolince,Colombia,m,2021-05Spain8,Planeta,Spain
2021-05-01,Spain,9,The Kingdom,Jo Nesbø,Norway,m,2021-05Spain9,Pol,France
2021-05-01,Spain,10,Tomas Nevinson,Javier Marías,Spain,m,2021-05Spain10,Alfaguara,Spain
2021-05-01,United States,1,Ocean Prey,John Sandford,United States,m,2021-05United States1,Putnam,United States
2021-05-01,United States,2,The Hill We Climb,Amanda Gorman,United States,w,2021-05United States2,Viking Press,United States
2021-05-01,United States,3,The Devil's Hand,Jack Carr,United States,m,2021-05United States3,Atria,United States
2021-05-01,United States,4,The Four Winds,Kristin Hannah,United States,w,2021-05United States4,St. Martin's,United States
2021-05-01,United States,5,The Midnight Library,Matt Haig,United Kingdom,m,2021-05United States5,Canongate,United Kingdom
2021-05-01,United States,6,The Red Book,James Patterson; David Ellis,United States; United States,m; m,2021-05United States6,"Little, Brown and Company",United States
2021-05-01,United States,7,The Good Sister,Sally Hepworth,Australia,w,2021-05United States7,Pan Macmillan Australia,Australia
2021-05-01,United States,8,The Invisible Life of Addie LaRue,V. E. Schwab,United States,w,2021-05United States8,Tor Books,United States
2021-05-01,United States,9,Win,Harlan Coben,United States,m,2021-05United States9,Grand Central,United States
2021-05-01,United States,10,Stargazer,Anne Hillerman,United States,w,2021-05United States10,Harper,United States
2021-06-01,France,1,The Kite,Lætitia Colombani,France,w,2021-06France1,Éditions Grasset,France
2021-06-01,France,2,And Only The Sweet Moments Last,Virginie Grimaldi,France,w,2021-06France2,Fayard,France
2021-06-01,France,3,It Happened At Night,Marc Levy,France,m,2021-06France3,Robert Lafont,France
2021-06-01,France,4,Fifty Shades Freed,E. L. James,United Kingdom,w,2021-06France4,Bloom,United Kingdom
2021-06-01,France,5,It Was Twice,Franck Thilliez,France,m,2021-06France5,Fleuve Noir,France
2021-06-01,France,6,1991,Franck Thilliez,France,m,2021-06France6,Lizzie,France
2021-06-01,France,7,The Country of Others,Leïla Slimani,Morocco,w,2021-06France7,Éditions Gallimard,France
2021-06-01,France,8,Life Is A Novel,Guillaume Musso,France,m,2021-06France8,Calmann-Lévy,France
2021-06-01,France,9,The Uppercase Serpent,Pierre Lemaitre,France,m,2021-06France9,Albin Michel,France
2021-06-01,France,10,One Day It Will Be Empty,Hugo Lindenberg,France,m,2021-06France10,Christian Bourgois,France
2021-06-01,Germany,1,The Missing Sister,Lucinda Riley,United Kingdom,w,2021-06Germany1,Pan Macmillan,United Kingdom
2021-06-01,Germany,2,About People,Juli Zeh,Germany,w,2021-06Germany2,Luchterhand,Germany
2021-06-01,Germany,3,Transient Desires,Donna Leon,United States,w,2021-06Germany3,Grove Atlantic,United States
2021-06-01,Germany,4,From Getting Up,Helga Schubert,Germany,w,2021-06Germany4,dtv Verlagsgesellschaft,Germany
2021-06-01,Germany,5,Home,Judith Hermann,Germany,w,2021-06Germany5,S. Fischer Verlag,Germany
2021-06-01,Germany,6,Hard Land,Benedict Wells,Germany,m,2021-06Germany6,Diogenes,Switzerland
2021-06-01,Germany,7,The Great Summer,Ewald Arenz,Germany,m,2021-06Germany7,DuMont,Germany
2021-06-01,Germany,8,The Country of Others,Leïla Slimani,Morocco,w,2021-06Germany8,Éditions Gallimard,France
2021-06-01,Germany,9,Stay Away From Gretchen,Susanne Abel,Germany,w,2021-06Germany9,dtv Verlagsgesellschaft,Germany
2021-06-01,Germany,10,The Candidate,Constantin Schreiber,Germany,m,2021-06Germany10,Hoffmann und Campe,Germany
2021-06-01,India,1,Perfect Us,Durjoy Datta,India,m,2021-06India1,Penguin India,India
2021-06-01,India,2,The Girl In Room 105,Chetan Bhagat,India,m,2021-06India2,Westland,India
2021-06-01,India,3,One Indian girl,Chetan Bhagat,India,m,2021-06India3,Rupa and Co,India
2021-06-01,India,4,Life Is What You Make It,Preeti Shenoy,India,w,2021-06India4,Srishti,India
2021-06-01,India,5,You Are The Best Wife,Ajay K. Pandey,India,m,2021-06India5,Srishti,India
2021-06-01,India,6,Everyone Has A Story 2,Savi Sharma,India,w,2021-06India6,Westland,India
2021-06-01,India,7,The Old Man and the Sea,Ernest Hemingway,United States,m,2021-06India7,Scribner,United States
2021-06-01,India,8,The Immortals of Meluha,Amish Tripathi,India,m,2021-06India8,Westland,India
2021-06-01,India,9,The Fault in Our Stars,John Green,United States,m,2021-06India9,Dutton,United States
2021-06-01,India,10,Heads You Win,Jeffrey Archer,United Kingdom,m,2021-06India10,Macmillan,United Kingdom
2021-06-01,Italy,1,Old Acquaintances,Antonio Manzini,Italy,m,2021-06Italy1,Sellerio Editore,Italy
2021-06-01,Italy,2,Winter Of The Lions,Stefania Auci,Italy,w,2021-06Italy2,Nord,Italy
2021-06-01,Italy,3,The Song of Achilles,Madeline Miller,United States,w,2021-06Italy3,Ecco,United States
2021-06-01,Italy,4,Fresh Water For Flowers,Valerie Perrin,France,w,2021-06Italy4,Librairie générale française,France
2021-06-01,Italy,5,The Florios of Sicily,Stefania Auci,Italy,w,2021-06Italy5,Nord,Italy
2021-06-01,Italy,6,The Taken Girls,Glenn Cooper,United States,m,2021-06Italy6,Head Of Zeus,United Kingdom
2021-06-01,Italy,7,Harry Potter and the Philosopher's Stone,J. K. Rowling,United Kingdom,w,2021-06Italy7,Bloomsbury Publishing,United Kingdom
2021-06-01,Italy,8,The Hand,Georges Simenon,Belgium,m,2021-06Italy8,Heyne Verlag,Germany
2021-06-01,Italy,9,Lost Girls,Marco Vichi,Italy,m,2021-06Italy9,Guanda,Italy
2021-06-01,Italy,10,Bullet Train,Kotara lsaka,Japan,m,2021-06Italy10,Kadokawa Shoten,Japan
2021-06-01,Spain,1,Sira,María Dueñas,Spain,w,2021-06Spain1,Planeta,Spain
2021-06-01,Spain,2,The Game Of The Soul,Javier Castillo,Spain,m,2021-06Spain2,Suma de letras,Spain
